forecast_horizon,step_index,forecast_timestamp,power_kw
2h,1,2021-04-14 23:30:00,0.0
2h,2,2021-04-14 23:45:00,0.0
2h,3,2021-04-15 00:00:00,0.0
2h,4,2021-04-15 00:15:00,0.0
2h,5,2021-04-15 00:30:00,0.0
2h,6,2021-04-15 00:45:00,0.0
2h,7,2021-04-15 01:00:00,0.0
2h,8,2021-04-15 01:15:00,0.0
4h,1,2021-04-14 23:30:00,0.0
4h,2,2021-04-14 23:45:00,0.0
4h,3,2021-04-15 00:00:00,0.0
4h,4,2021-04-15 00:15:00,0.0
4h,5,2021-04-15 00:30:00,0.0
4h,6,2021-04-15 00:45:00,0.0
4h,7,2021-04-15 01:00:00,0.0
4h,8,2021-04-15 01:15:00,0.0
4h,9,2021-04-15 01:30:00,0.0
4h,10,2021-04-15 01:45:00,0.0
4h,11,2021-04-15 02:00:00,41.16
4h,12,2021-04-15 02:15:00,40.868
4h,13,2021-04-15 02:30:00,80.6047
4h,14,2021-04-15 02:45:00,81.4693
4h,15,2021-04-15 03:00:00,81.876
4h,16,2021-04-15 03:15:00,82.2567
1d,1,2021-04-14 23:30:00,0.0
1d,2,2021-04-14 23:45:00,0.0
1d,3,2021-04-15 00:00:00,0.0
1d,4,2021-04-15 00:15:00,0.0
1d,5,2021-04-15 00:30:00,0.0
1d,6,2021-04-15 00:45:00,0.0
1d,7,2021-04-15 01:00:00,0.0
1d,8,2021-04-15 01:15:00,0.0
1d,9,2021-04-15 01:30:00,0.0
1d,10,2021-04-15 01:45:00,0.0
1d,11,2021-04-15 02:00:00,41.16
1d,12,2021-04-15 02:15:00,40.868
1d,13,2021-04-15 02:30:00,80.6047
1d,14,2021-04-15 02:45:00,81.4693
1d,15,2021-04-15 03:00:00,81.876
1d,16,2021-04-15 03:15:00,82.2567
1d,17,2021-04-15 03:30:00,72.2952
1d,18,2021-04-15 03:45:00,40.9747
1d,19,2021-04-15 04:00:00,33.984
1d,20,2021-04-15 04:15:00,9.86
1d,21,2021-04-15 04:30:00,0.0
1d,22,2021-04-15 04:45:00,0.0
1d,23,2021-04-15 05:00:00,0.0
1d,24,2021-04-15 05:15:00,39.4833
1d,25,2021-04-15 05:30:00,60.862
1d,26,2021-04-15 05:45:00,54.6847
1d,27,2021-04-15 06:00:00,53.408
1d,28,2021-04-15 06:15:00,19.7133
1d,29,2021-04-15 06:30:00,0.0
1d,30,2021-04-15 06:45:00,0.0
1d,31,2021-04-15 07:00:00,0.0
1d,32,2021-04-15 07:15:00,0.0
1d,33,2021-04-15 07:30:00,0.0
1d,34,2021-04-15 07:45:00,0.0
1d,35,2021-04-15 08:00:00,17.665
1d,36,2021-04-15 08:15:00,23.498
1d,37,2021-04-15 08:30:00,13.8813
1d,38,2021-04-15 08:45:00,5.0087
1d,39,2021-04-15 09:00:00,45.37
1d,40,2021-04-15 09:15:00,22.425
1d,41,2021-04-15 09:30:00,0.0
1d,42,2021-04-15 09:45:00,0.0
1d,43,2021-04-15 10:00:00,0.0
1d,44,2021-04-15 10:15:00,0.0
1d,45,2021-04-15 10:30:00,0.0
1d,46,2021-04-15 10:45:00,0.0
1d,47,2021-04-15 11:00:00,0.0
1d,48,2021-04-15 11:15:00,13.9757
1d,49,2021-04-15 11:30:00,7.61
1d,50,2021-04-15 11:45:00,0.0
1d,51,2021-04-15 12:00:00,0.0
1d,52,2021-04-15 12:15:00,0.0
1d,53,2021-04-15 12:30:00,18.561
1d,54,2021-04-15 12:45:00,44.4575
1d,55,2021-04-15 13:00:00,37.6164
1d,56,2021-04-15 13:15:00,40.9407
1d,57,2021-04-15 13:30:00,29.798
1d,58,2021-04-15 13:45:00,0.0
1d,59,2021-04-15 14:00:00,0.0
1d,60,2021-04-15 14:15:00,0.0
1d,61,2021-04-15 14:30:00,24.6073
1d,62,2021-04-15 14:45:00,3.02
1d,63,2021-04-15 15:00:00,20.61
1d,64,2021-04-15 15:15:00,40.2187
1d,65,2021-04-15 15:30:00,40.3673
1d,66,2021-04-15 15:45:00,40.6707
1d,67,2021-04-15 16:00:00,40.8313
1d,68,2021-04-15 16:15:00,34.6878
1d,69,2021-04-15 16:30:00,0.0
1d,70,2021-04-15 16:45:00,40.6464
1d,71,2021-04-15 17:00:00,40.864
1d,72,2021-04-15 17:15:00,29.52
1d,73,2021-04-15 17:30:00,0.0
1d,74,2021-04-15 17:45:00,34.9913
1d,75,2021-04-15 18:00:00,35.0644
1d,76,2021-04-15 18:15:00,0.0
1d,77,2021-04-15 18:30:00,31.33
1d,78,2021-04-15 18:45:00,21.0733
1d,79,2021-04-15 19:00:00,9.838
1d,80,2021-04-15 19:15:00,7.635
1d,81,2021-04-15 19:30:00,0.0
1d,82,2021-04-15 19:45:00,0.0
1d,83,2021-04-15 20:00:00,37.36
1d,84,2021-04-15 20:15:00,0.0
1d,85,2021-04-15 20:30:00,0.0
1d,86,2021-04-15 20:45:00,0.0
1d,87,2021-04-15 21:00:00,0.0
1d,88,2021-04-15 21:15:00,0.0
1d,89,2021-04-15 21:30:00,46.3929
1d,90,2021-04-15 21:45:00,46.6727
1d,91,2021-04-15 22:00:00,46.9673
1d,92,2021-04-15 22:15:00,47.1736
1d,93,2021-04-15 22:30:00,0.0
1d,94,2021-04-15 22:45:00,0.0
1d,95,2021-04-15 23:00:00,0.0
1d,96,2021-04-15 23:15:00,0.0
4d,1,2021-04-14 23:30:00,0.0
4d,2,2021-04-14 23:45:00,0.0
4d,3,2021-04-15 00:00:00,0.0
4d,4,2021-04-15 00:15:00,0.0
4d,5,2021-04-15 00:30:00,0.0
4d,6,2021-04-15 00:45:00,0.0
4d,7,2021-04-15 01:00:00,0.0
4d,8,2021-04-15 01:15:00,0.0
4d,9,2021-04-15 01:30:00,0.0
4d,10,2021-04-15 01:45:00,0.0
4d,11,2021-04-15 02:00:00,41.16
4d,12,2021-04-15 02:15:00,40.868
4d,13,2021-04-15 02:30:00,80.6047
4d,14,2021-04-15 02:45:00,81.4693
4d,15,2021-04-15 03:00:00,81.876
4d,16,2021-04-15 03:15:00,82.2567
4d,17,2021-04-15 03:30:00,72.2952
4d,18,2021-04-15 03:45:00,40.9747
4d,19,2021-04-15 04:00:00,33.984
4d,20,2021-04-15 04:15:00,9.86
4d,21,2021-04-15 04:30:00,0.0
4d,22,2021-04-15 04:45:00,0.0
4d,23,2021-04-15 05:00:00,0.0
4d,24,2021-04-15 05:15:00,39.4833
4d,25,2021-04-15 05:30:00,60.862
4d,26,2021-04-15 05:45:00,54.6847
4d,27,2021-04-15 06:00:00,53.408
4d,28,2021-04-15 06:15:00,19.7133
4d,29,2021-04-15 06:30:00,0.0
4d,30,2021-04-15 06:45:00,0.0
4d,31,2021-04-15 07:00:00,0.0
4d,32,2021-04-15 07:15:00,0.0
4d,33,2021-04-15 07:30:00,0.0
4d,34,2021-04-15 07:45:00,0.0
4d,35,2021-04-15 08:00:00,17.665
4d,36,2021-04-15 08:15:00,23.498
4d,37,2021-04-15 08:30:00,13.8813
4d,38,2021-04-15 08:45:00,5.0087
4d,39,2021-04-15 09:00:00,45.37
4d,40,2021-04-15 09:15:00,22.425
4d,41,2021-04-15 09:30:00,0.0
4d,42,2021-04-15 09:45:00,0.0
4d,43,2021-04-15 10:00:00,0.0
4d,44,2021-04-15 10:15:00,0.0
4d,45,2021-04-15 10:30:00,0.0
4d,46,2021-04-15 10:45:00,0.0
4d,47,2021-04-15 11:00:00,0.0
4d,48,2021-04-15 11:15:00,13.9757
4d,49,2021-04-15 11:30:00,7.61
4d,50,2021-04-15 11:45:00,0.0
4d,51,2021-04-15 12:00:00,0.0
4d,52,2021-04-15 12:15:00,0.0
4d,53,2021-04-15 12:30:00,18.561
4d,54,2021-04-15 12:45:00,44.4575
4d,55,2021-04-15 13:00:00,37.6164
4d,56,2021-04-15 13:15:00,40.9407
4d,57,2021-04-15 13:30:00,29.798
4d,58,2021-04-15 13:45:00,0.0
4d,59,2021-04-15 14:00:00,0.0
4d,60,2021-04-15 14:15:00,0.0
4d,61,2021-04-15 14:30:00,24.6073
4d,62,2021-04-15 14:45:00,3.02
4d,63,2021-04-15 15:00:00,20.61
4d,64,2021-04-15 15:15:00,40.2187
4d,65,2021-04-15 15:30:00,40.3673
4d,66,2021-04-15 15:45:00,40.6707
4d,67,2021-04-15 16:00:00,40.8313
4d,68,2021-04-15 16:15:00,34.6878
4d,69,2021-04-15 16:30:00,0.0
4d,70,2021-04-15 16:45:00,40.6464
4d,71,2021-04-15 17:00:00,40.864
4d,72,2021-04-15 17:15:00,29.52
4d,73,2021-04-15 17:30:00,0.0
4d,74,2021-04-15 17:45:00,34.9913
4d,75,2021-04-15 18:00:00,35.0644
4d,76,2021-04-15 18:15:00,0.0
4d,77,2021-04-15 18:30:00,31.33
4d,78,2021-04-15 18:45:00,21.0733
4d,79,2021-04-15 19:00:00,9.838
4d,80,2021-04-15 19:15:00,7.635
4d,81,2021-04-15 19:30:00,0.0
4d,82,2021-04-15 19:45:00,0.0
4d,83,2021-04-15 20:00:00,37.36
4d,84,2021-04-15 20:15:00,0.0
4d,85,2021-04-15 20:30:00,0.0
4d,86,2021-04-15 20:45:00,0.0
4d,87,2021-04-15 21:00:00,0.0
4d,88,2021-04-15 21:15:00,0.0
4d,89,2021-04-15 21:30:00,46.3929
4d,90,2021-04-15 21:45:00,46.6727
4d,91,2021-04-15 22:00:00,46.9673
4d,92,2021-04-15 22:15:00,47.1736
4d,93,2021-04-15 22:30:00,0.0
4d,94,2021-04-15 22:45:00,0.0
4d,95,2021-04-15 23:00:00,0.0
4d,96,2021-04-15 23:15:00,0.0
4d,97,2021-04-15 23:30:00,0.0
4d,98,2021-04-15 23:45:00,0.0
4d,99,2021-04-16 00:00:00,0.0
4d,100,2021-04-16 00:15:00,0.0
4d,101,2021-04-16 00:30:00,0.0
4d,102,2021-04-16 00:45:00,0.0
4d,103,2021-04-16 01:00:00,0.0
4d,104,2021-04-16 01:15:00,0.0
