forecast_horizon,step_index,forecast_timestamp,power_kw
2h,1,2021-08-06 00:00:00,99.344
2h,2,2021-08-06 00:15:00,66.808
2h,3,2021-08-06 00:30:00,67.7747
2h,4,2021-08-06 00:45:00,40.948
2h,5,2021-08-06 01:00:00,58.73
2h,6,2021-08-06 01:15:00,24.96
2h,7,2021-08-06 01:30:00,0.0
2h,8,2021-08-06 01:45:00,0.0
4h,1,2021-08-06 00:00:00,99.344
4h,2,2021-08-06 00:15:00,66.808
4h,3,2021-08-06 00:30:00,67.7747
4h,4,2021-08-06 00:45:00,40.948
4h,5,2021-08-06 01:00:00,58.73
4h,6,2021-08-06 01:15:00,24.96
4h,7,2021-08-06 01:30:00,0.0
4h,8,2021-08-06 01:45:00,0.0
4h,9,2021-08-06 02:00:00,25.605
4h,10,2021-08-06 02:15:00,5.06
4h,11,2021-08-06 02:30:00,0.0
4h,12,2021-08-06 02:45:00,0.0
4h,13,2021-08-06 03:00:00,0.0
4h,14,2021-08-06 03:15:00,0.0
4h,15,2021-08-06 03:30:00,0.0
4h,16,2021-08-06 03:45:00,0.0
1d,1,2021-08-06 00:00:00,99.344
1d,2,2021-08-06 00:15:00,66.808
1d,3,2021-08-06 00:30:00,67.7747
1d,4,2021-08-06 00:45:00,40.948
1d,5,2021-08-06 01:00:00,58.73
1d,6,2021-08-06 01:15:00,24.96
1d,7,2021-08-06 01:30:00,0.0
1d,8,2021-08-06 01:45:00,0.0
1d,9,2021-08-06 02:00:00,25.605
1d,10,2021-08-06 02:15:00,5.06
1d,11,2021-08-06 02:30:00,0.0
1d,12,2021-08-06 02:45:00,0.0
1d,13,2021-08-06 03:00:00,0.0
1d,14,2021-08-06 03:15:00,0.0
1d,15,2021-08-06 03:30:00,0.0
1d,16,2021-08-06 03:45:00,0.0
1d,17,2021-08-06 04:00:00,0.0
1d,18,2021-08-06 04:15:00,0.0
1d,19,2021-08-06 04:30:00,0.0
1d,20,2021-08-06 04:45:00,0.0
1d,21,2021-08-06 05:00:00,39.82
1d,22,2021-08-06 05:15:00,33.7733
1d,23,2021-08-06 05:30:00,0.0
1d,24,2021-08-06 05:45:00,46.2417
1d,25,2021-08-06 06:00:00,48.0553
1d,26,2021-08-06 06:15:00,42.3813
1d,27,2021-08-06 06:30:00,58.164
1d,28,2021-08-06 06:45:00,73.792
1d,29,2021-08-06 07:00:00,39.2199
1d,30,2021-08-06 07:15:00,10.1125
1d,31,2021-08-06 07:30:00,28.8064
1d,32,2021-08-06 07:45:00,22.39
1d,33,2021-08-06 08:00:00,0.0
1d,34,2021-08-06 08:15:00,0.0
1d,35,2021-08-06 08:30:00,0.0
1d,36,2021-08-06 08:45:00,0.0
1d,37,2021-08-06 09:00:00,0.0
1d,38,2021-08-06 09:15:00,0.0
1d,39,2021-08-06 09:30:00,0.0
1d,40,2021-08-06 09:45:00,0.0
1d,41,2021-08-06 10:00:00,0.0
1d,42,2021-08-06 10:15:00,0.0
1d,43,2021-08-06 10:30:00,0.0
1d,44,2021-08-06 10:45:00,0.0
1d,45,2021-08-06 11:00:00,0.0
1d,46,2021-08-06 11:15:00,0.0
1d,47,2021-08-06 11:30:00,0.0
1d,48,2021-08-06 11:45:00,32.8
1d,49,2021-08-06 12:00:00,0.0
1d,50,2021-08-06 12:15:00,0.0
1d,51,2021-08-06 12:30:00,34.55
1d,52,2021-08-06 12:45:00,46.1433
1d,53,2021-08-06 13:00:00,89.417
1d,54,2021-08-06 13:15:00,76.438
1d,55,2021-08-06 13:30:00,66.9048
1d,56,2021-08-06 13:45:00,36.784
1d,57,2021-08-06 14:00:00,24.9547
1d,58,2021-08-06 14:15:00,12.188
1d,59,2021-08-06 14:30:00,0.0
1d,60,2021-08-06 14:45:00,0.0
1d,61,2021-08-06 15:00:00,0.0
1d,62,2021-08-06 15:15:00,0.0
1d,63,2021-08-06 15:30:00,0.0
1d,64,2021-08-06 15:45:00,39.9793
1d,65,2021-08-06 16:00:00,103.02
1d,66,2021-08-06 16:15:00,147.6658
1d,67,2021-08-06 16:30:00,81.6705
1d,68,2021-08-06 16:45:00,85.3833
1d,69,2021-08-06 17:00:00,57.508
1d,70,2021-08-06 17:15:00,32.194
1d,71,2021-08-06 17:30:00,22.56
1d,72,2021-08-06 17:45:00,25.4225
1d,73,2021-08-06 18:00:00,43.2
1d,74,2021-08-06 18:15:00,0.0
1d,75,2021-08-06 18:30:00,36.121
1d,76,2021-08-06 18:45:00,94.5493
1d,77,2021-08-06 19:00:00,91.4127
1d,78,2021-08-06 19:15:00,67.2607
1d,79,2021-08-06 19:30:00,47.0742
1d,80,2021-08-06 19:45:00,38.6925
1d,81,2021-08-06 20:00:00,0.0
1d,82,2021-08-06 20:15:00,0.0
1d,83,2021-08-06 20:30:00,0.0
1d,84,2021-08-06 20:45:00,0.0
1d,85,2021-08-06 21:00:00,0.0
1d,86,2021-08-06 21:15:00,33.7172
1d,87,2021-08-06 21:30:00,18.89
1d,88,2021-08-06 21:45:00,0.0
1d,89,2021-08-06 22:00:00,0.0
1d,90,2021-08-06 22:15:00,0.0
1d,91,2021-08-06 22:30:00,0.0
1d,92,2021-08-06 22:45:00,62.7825
1d,93,2021-08-06 23:00:00,86.76
1d,94,2021-08-06 23:15:00,62.2089
1d,95,2021-08-06 23:30:00,63.8233
1d,96,2021-08-06 23:45:00,84.5525
4d,1,2021-08-06 00:00:00,99.344
4d,2,2021-08-06 00:15:00,66.808
4d,3,2021-08-06 00:30:00,67.7747
4d,4,2021-08-06 00:45:00,40.948
4d,5,2021-08-06 01:00:00,58.73
4d,6,2021-08-06 01:15:00,24.96
4d,7,2021-08-06 01:30:00,0.0
4d,8,2021-08-06 01:45:00,0.0
4d,9,2021-08-06 02:00:00,25.605
4d,10,2021-08-06 02:15:00,5.06
4d,11,2021-08-06 02:30:00,0.0
4d,12,2021-08-06 02:45:00,0.0
4d,13,2021-08-06 03:00:00,0.0
4d,14,2021-08-06 03:15:00,0.0
4d,15,2021-08-06 03:30:00,0.0
4d,16,2021-08-06 03:45:00,0.0
4d,17,2021-08-06 04:00:00,0.0
4d,18,2021-08-06 04:15:00,0.0
4d,19,2021-08-06 04:30:00,0.0
4d,20,2021-08-06 04:45:00,0.0
4d,21,2021-08-06 05:00:00,39.82
4d,22,2021-08-06 05:15:00,33.7733
4d,23,2021-08-06 05:30:00,0.0
4d,24,2021-08-06 05:45:00,46.2417
4d,25,2021-08-06 06:00:00,48.0553
4d,26,2021-08-06 06:15:00,42.3813
4d,27,2021-08-06 06:30:00,58.164
4d,28,2021-08-06 06:45:00,73.792
4d,29,2021-08-06 07:00:00,39.2199
4d,30,2021-08-06 07:15:00,10.1125
4d,31,2021-08-06 07:30:00,28.8064
4d,32,2021-08-06 07:45:00,22.39
4d,33,2021-08-06 08:00:00,0.0
4d,34,2021-08-06 08:15:00,0.0
4d,35,2021-08-06 08:30:00,0.0
4d,36,2021-08-06 08:45:00,0.0
4d,37,2021-08-06 09:00:00,0.0
4d,38,2021-08-06 09:15:00,0.0
4d,39,2021-08-06 09:30:00,0.0
4d,40,2021-08-06 09:45:00,0.0
4d,41,2021-08-06 10:00:00,0.0
4d,42,2021-08-06 10:15:00,0.0
4d,43,2021-08-06 10:30:00,0.0
