forecast_horizon,step_index,forecast_timestamp,power_kw
2h,1,2020-12-25 00:00:00,19.5747
2h,2,2020-12-25 00:15:00,0.0
2h,3,2020-12-25 00:30:00,0.0
2h,4,2020-12-25 00:45:00,0.0
2h,5,2020-12-25 01:00:00,0.0
2h,6,2020-12-25 01:15:00,0.0
2h,7,2020-12-25 01:30:00,0.0
2h,8,2020-12-25 01:45:00,0.0
4h,1,2020-12-25 00:00:00,19.5747
4h,2,2020-12-25 00:15:00,0.0
4h,3,2020-12-25 00:30:00,0.0
4h,4,2020-12-25 00:45:00,0.0
4h,5,2020-12-25 01:00:00,0.0
4h,6,2020-12-25 01:15:00,0.0
4h,7,2020-12-25 01:30:00,0.0
4h,8,2020-12-25 01:45:00,0.0
4h,9,2020-12-25 02:00:00,36.171
4h,10,2020-12-25 02:15:00,40.358
4h,11,2020-12-25 02:30:00,40.532
4h,12,2020-12-25 02:45:00,40.7793
4h,13,2020-12-25 03:00:00,40.902
4h,14,2020-12-25 03:15:00,41.2127
4h,15,2020-12-25 03:30:00,14.904
4h,16,2020-12-25 03:45:00,0.0
1d,1,2020-12-25 00:00:00,19.5747
1d,2,2020-12-25 00:15:00,0.0
1d,3,2020-12-25 00:30:00,0.0
1d,4,2020-12-25 00:45:00,0.0
1d,5,2020-12-25 01:00:00,0.0
1d,6,2020-12-25 01:15:00,0.0
1d,7,2020-12-25 01:30:00,0.0
1d,8,2020-12-25 01:45:00,0.0
1d,9,2020-12-25 02:00:00,36.171
1d,10,2020-12-25 02:15:00,40.358
1d,11,2020-12-25 02:30:00,40.532
1d,12,2020-12-25 02:45:00,40.7793
1d,13,2020-12-25 03:00:00,40.902
1d,14,2020-12-25 03:15:00,41.2127
1d,15,2020-12-25 03:30:00,14.904
1d,16,2020-12-25 03:45:00,0.0
1d,17,2020-12-25 04:00:00,0.0
1d,18,2020-12-25 04:15:00,30.26
1d,19,2020-12-25 04:30:00,41.5847
1d,20,2020-12-25 04:45:00,47.136
1d,21,2020-12-25 05:00:00,40.5127
1d,22,2020-12-25 05:15:00,25.46
1d,23,2020-12-25 05:30:00,0.0
1d,24,2020-12-25 05:45:00,0.0
1d,25,2020-12-25 06:00:00,40.4347
1d,26,2020-12-25 06:15:00,40.7513
1d,27,2020-12-25 06:30:00,40.936
1d,28,2020-12-25 06:45:00,41.306
1d,29,2020-12-25 07:00:00,14.18
1d,30,2020-12-25 07:15:00,0.0
1d,31,2020-12-25 07:30:00,20.5355
1d,32,2020-12-25 07:45:00,22.692
1d,33,2020-12-25 08:00:00,23.4293
1d,34,2020-12-25 08:15:00,22.62
1d,35,2020-12-25 08:30:00,36.2809
1d,36,2020-12-25 08:45:00,31.7202
1d,37,2020-12-25 09:00:00,27.878
1d,38,2020-12-25 09:15:00,20.0293
1d,39,2020-12-25 09:30:00,9.358
1d,40,2020-12-25 09:45:00,0.0
1d,41,2020-12-25 10:00:00,0.0
1d,42,2020-12-25 10:15:00,0.0
1d,43,2020-12-25 10:30:00,0.0
1d,44,2020-12-25 10:45:00,0.0
1d,45,2020-12-25 11:00:00,0.0
1d,46,2020-12-25 11:15:00,0.0
1d,47,2020-12-25 11:30:00,0.0
1d,48,2020-12-25 11:45:00,40.345
1d,49,2020-12-25 12:00:00,40.706
1d,50,2020-12-25 12:15:00,40.8933
1d,51,2020-12-25 12:30:00,22.9771
1d,52,2020-12-25 12:45:00,0.0
1d,53,2020-12-25 13:00:00,0.0
1d,54,2020-12-25 13:15:00,0.0
1d,55,2020-12-25 13:30:00,0.0
1d,56,2020-12-25 13:45:00,62.1345
1d,57,2020-12-25 14:00:00,63.6173
1d,58,2020-12-25 14:15:00,51.499
1d,59,2020-12-25 14:30:00,22.772
1d,60,2020-12-25 14:45:00,11.9647
1d,61,2020-12-25 15:00:00,4.9873
1d,62,2020-12-25 15:15:00,0.0
1d,63,2020-12-25 15:30:00,0.0
1d,64,2020-12-25 15:45:00,0.0
1d,65,2020-12-25 16:00:00,40.944
1d,66,2020-12-25 16:15:00,34.9654
1d,67,2020-12-25 16:30:00,49.481
1d,68,2020-12-25 16:45:00,83.4953
1d,69,2020-12-25 17:00:00,101.2821
1d,70,2020-12-25 17:15:00,80.1071
1d,71,2020-12-25 17:30:00,123.6504
1d,72,2020-12-25 17:45:00,122.9493
1d,73,2020-12-25 18:00:00,100.3159
1d,74,2020-12-25 18:15:00,74.874
1d,75,2020-12-25 18:30:00,64.994
1d,76,2020-12-25 18:45:00,60.1978
1d,77,2020-12-25 19:00:00,78.6802
1d,78,2020-12-25 19:15:00,73.284
1d,79,2020-12-25 19:30:00,9.945
1d,80,2020-12-25 19:45:00,0.0
1d,81,2020-12-25 20:00:00,0.0
1d,82,2020-12-25 20:15:00,0.0
1d,83,2020-12-25 20:30:00,21.9733
1d,84,2020-12-25 20:45:00,77.6576
1d,85,2020-12-25 21:00:00,62.7261
1d,86,2020-12-25 21:15:00,23.852
1d,87,2020-12-25 21:30:00,47.6525
