forecast_horizon,step_index,forecast_timestamp,power_kw
2h,1,2021-03-09 00:00:00,0.0
2h,2,2021-03-09 00:15:00,0.0
2h,3,2021-03-09 00:30:00,0.0
2h,4,2021-03-09 00:45:00,30.8633
2h,5,2021-03-09 01:00:00,40.2167
2h,6,2021-03-09 01:15:00,40.3907
2h,7,2021-03-09 01:30:00,40.6247
2h,8,2021-03-09 01:45:00,40.7267
4h,1,2021-03-09 00:00:00,0.0
4h,2,2021-03-09 00:15:00,0.0
4h,3,2021-03-09 00:30:00,0.0
4h,4,2021-03-09 00:45:00,30.8633
4h,5,2021-03-09 01:00:00,40.2167
4h,6,2021-03-09 01:15:00,40.3907
4h,7,2021-03-09 01:30:00,40.6247
4h,8,2021-03-09 01:45:00,40.7267
4h,9,2021-03-09 02:00:00,40.9053
4h,10,2021-03-09 02:15:00,80.0917
4h,11,2021-03-09 02:30:00,52.58
4h,12,2021-03-09 02:45:00,40.3827
4h,13,2021-03-09 03:00:00,40.5087
4h,14,2021-03-09 03:15:00,40.7253
4h,15,2021-03-09 03:30:00,80.4287
4h,16,2021-03-09 03:45:00,121.0193
1d,1,2021-03-09 00:00:00,0.0
1d,2,2021-03-09 00:15:00,0.0
1d,3,2021-03-09 00:30:00,0.0
1d,4,2021-03-09 00:45:00,30.8633
1d,5,2021-03-09 01:00:00,40.2167
1d,6,2021-03-09 01:15:00,40.3907
1d,7,2021-03-09 01:30:00,40.6247
1d,8,2021-03-09 01:45:00,40.7267
1d,9,2021-03-09 02:00:00,40.9053
1d,10,2021-03-09 02:15:00,80.0917
1d,11,2021-03-09 02:30:00,52.58
1d,12,2021-03-09 02:45:00,40.3827
1d,13,2021-03-09 03:00:00,40.5087
1d,14,2021-03-09 03:15:00,40.7253
1d,15,2021-03-09 03:30:00,80.4287
1d,16,2021-03-09 03:45:00,121.0193
1d,17,2021-03-09 04:00:00,98.9747
1d,18,2021-03-09 04:15:00,81.174
1d,19,2021-03-09 04:30:00,78.412
1d,20,2021-03-09 04:45:00,54.2347
1d,21,2021-03-09 05:00:00,40.802
1d,22,2021-03-09 05:15:00,40.9633
1d,23,2021-03-09 05:30:00,28.201
1d,24,2021-03-09 05:45:00,0.0
