forecast_horizon,step_index,forecast_timestamp,power_kw
2h,1,2023-07-17 23:00:00,0.0
2h,2,2023-07-17 23:15:00,0.0
2h,3,2023-07-17 23:30:00,0.0
2h,4,2023-07-17 23:45:00,0.0
2h,5,2023-07-18 00:00:00,18.91
2h,6,2023-07-18 00:15:00,0.0
2h,7,2023-07-18 00:30:00,0.0
2h,8,2023-07-18 00:45:00,0.0
4h,1,2023-07-17 23:00:00,0.0
4h,2,2023-07-17 23:15:00,0.0
4h,3,2023-07-17 23:30:00,0.0
4h,4,2023-07-17 23:45:00,0.0
4h,5,2023-07-18 00:00:00,18.91
4h,6,2023-07-18 00:15:00,0.0
4h,7,2023-07-18 00:30:00,0.0
4h,8,2023-07-18 00:45:00,0.0
4h,9,2023-07-18 01:00:00,42.3355
4h,10,2023-07-18 01:15:00,100.823
4h,11,2023-07-18 01:30:00,108.92
4h,12,2023-07-18 01:45:00,109.184
4h,13,2023-07-18 02:00:00,111.3937
4h,14,2023-07-18 02:15:00,129.2304
4h,15,2023-07-18 02:30:00,87.0707
4h,16,2023-07-18 02:45:00,87.6007
1d,1,2023-07-17 23:00:00,0.0
1d,2,2023-07-17 23:15:00,0.0
1d,3,2023-07-17 23:30:00,0.0
1d,4,2023-07-17 23:45:00,0.0
1d,5,2023-07-18 00:00:00,18.91
1d,6,2023-07-18 00:15:00,0.0
1d,7,2023-07-18 00:30:00,0.0
1d,8,2023-07-18 00:45:00,0.0
1d,9,2023-07-18 01:00:00,42.3355
1d,10,2023-07-18 01:15:00,100.823
1d,11,2023-07-18 01:30:00,108.92
1d,12,2023-07-18 01:45:00,109.184
1d,13,2023-07-18 02:00:00,111.3937
1d,14,2023-07-18 02:15:00,129.2304
1d,15,2023-07-18 02:30:00,87.0707
1d,16,2023-07-18 02:45:00,87.6007
1d,17,2023-07-18 03:00:00,87.904
1d,18,2023-07-18 03:15:00,79.5913
1d,19,2023-07-18 03:30:00,47.4587
1d,20,2023-07-18 03:45:00,29.6467
1d,21,2023-07-18 04:00:00,0.0
1d,22,2023-07-18 04:15:00,52.5067
1d,23,2023-07-18 04:30:00,52.6067
1d,24,2023-07-18 04:45:00,70.981
1d,25,2023-07-18 05:00:00,40.63
1d,26,2023-07-18 05:15:00,40.768
1d,27,2023-07-18 05:30:00,61.4692
1d,28,2023-07-18 05:45:00,55.0173
1d,29,2023-07-18 06:00:00,26.662
1d,30,2023-07-18 06:15:00,28.362
1d,31,2023-07-18 06:30:00,69.0893
1d,32,2023-07-18 06:45:00,57.4287
1d,33,2023-07-18 07:00:00,26.857
1d,34,2023-07-18 07:15:00,0.0
1d,35,2023-07-18 07:30:00,32.4462
1d,36,2023-07-18 07:45:00,39.7867
1d,37,2023-07-18 08:00:00,40.43
1d,38,2023-07-18 08:15:00,0.0
1d,39,2023-07-18 08:30:00,0.0
1d,40,2023-07-18 08:45:00,0.0
1d,41,2023-07-18 09:00:00,0.0
1d,42,2023-07-18 09:15:00,20.79
1d,43,2023-07-18 09:30:00,21.012
1d,44,2023-07-18 09:45:00,18.59
1d,45,2023-07-18 10:00:00,14.86
1d,46,2023-07-18 10:15:00,14.91
1d,47,2023-07-18 10:30:00,0.0
1d,48,2023-07-18 10:45:00,0.0
1d,49,2023-07-18 11:00:00,0.0
1d,50,2023-07-18 11:15:00,0.0
1d,51,2023-07-18 11:30:00,0.0
1d,52,2023-07-18 11:45:00,0.0
1d,53,2023-07-18 12:00:00,0.0
1d,54,2023-07-18 12:15:00,55.176
1d,55,2023-07-18 12:30:00,46.2067
1d,56,2023-07-18 12:45:00,66.388
1d,57,2023-07-18 13:00:00,34.2427
1d,58,2023-07-18 13:15:00,32.0987
1d,59,2023-07-18 13:30:00,31.048
1d,60,2023-07-18 13:45:00,66.3406
1d,61,2023-07-18 14:00:00,55.4842
1d,62,2023-07-18 14:15:00,13.494
1d,63,2023-07-18 14:30:00,9.96
1d,64,2023-07-18 14:45:00,5.3327
1d,65,2023-07-18 15:00:00,4.27
1d,66,2023-07-18 15:15:00,0.0
1d,67,2023-07-18 15:30:00,0.0
1d,68,2023-07-18 15:45:00,0.0
1d,69,2023-07-18 16:00:00,0.0
1d,70,2023-07-18 16:15:00,0.0
1d,71,2023-07-18 16:30:00,61.96
1d,72,2023-07-18 16:45:00,0.0
1d,73,2023-07-18 17:00:00,0.0
1d,74,2023-07-18 17:15:00,0.0
1d,75,2023-07-18 17:30:00,0.0
1d,76,2023-07-18 17:45:00,0.0
1d,77,2023-07-18 18:00:00,0.0
1d,78,2023-07-18 18:15:00,16.6557
1d,79,2023-07-18 18:30:00,88.3333
1d,80,2023-07-18 18:45:00,144.4753
1d,81,2023-07-18 19:00:00,129.942
1d,82,2023-07-18 19:15:00,72.3553
1d,83,2023-07-18 19:30:00,68.4211
1d,84,2023-07-18 19:45:00,0.0
1d,85,2023-07-18 20:00:00,37.83
1d,86,2023-07-18 20:15:00,36.5393
1d,87,2023-07-18 20:30:00,32.4093
1d,88,2023-07-18 20:45:00,18.9293
1d,89,2023-07-18 21:00:00,45.9857
1d,90,2023-07-18 21:15:00,23.6443
1d,91,2023-07-18 21:30:00,0.0
1d,92,2023-07-18 21:45:00,0.0
1d,93,2023-07-18 22:00:00,0.0
1d,94,2023-07-18 22:15:00,0.0
1d,95,2023-07-18 22:30:00,35.5091
1d,96,2023-07-18 22:45:00,24.452
4d,1,2023-07-17 23:00:00,0.0
4d,2,2023-07-17 23:15:00,0.0
4d,3,2023-07-17 23:30:00,0.0
4d,4,2023-07-17 23:45:00,0.0
4d,5,2023-07-18 00:00:00,18.91
4d,6,2023-07-18 00:15:00,0.0
4d,7,2023-07-18 00:30:00,0.0
4d,8,2023-07-18 00:45:00,0.0
4d,9,2023-07-18 01:00:00,42.3355
4d,10,2023-07-18 01:15:00,100.823
4d,11,2023-07-18 01:30:00,108.92
4d,12,2023-07-18 01:45:00,109.184
4d,13,2023-07-18 02:00:00,111.3937
4d,14,2023-07-18 02:15:00,129.2304
4d,15,2023-07-18 02:30:00,87.0707
4d,16,2023-07-18 02:45:00,87.6007
4d,17,2023-07-18 03:00:00,87.904
4d,18,2023-07-18 03:15:00,79.5913
4d,19,2023-07-18 03:30:00,47.4587
4d,20,2023-07-18 03:45:00,29.6467
4d,21,2023-07-18 04:00:00,0.0
4d,22,2023-07-18 04:15:00,52.5067
4d,23,2023-07-18 04:30:00,52.6067
4d,24,2023-07-18 04:45:00,70.981
