forecast_horizon,step_index,forecast_timestamp,power_kw
2h,1,2022-01-01 00:00:00,61.6973
2h,2,2022-01-01 00:15:00,48.188
2h,3,2022-01-01 00:30:00,40.9133
2h,4,2022-01-01 00:45:00,41.6814
2h,5,2022-01-01 01:00:00,0.0
2h,6,2022-01-01 01:15:00,0.0
2h,7,2022-01-01 01:30:00,39.441
2h,8,2022-01-01 01:45:00,40.084
4h,1,2022-01-01 00:00:00,61.6973
4h,2,2022-01-01 00:15:00,48.188
4h,3,2022-01-01 00:30:00,40.9133
4h,4,2022-01-01 00:45:00,41.6814
4h,5,2022-01-01 01:00:00,0.0
4h,6,2022-01-01 01:15:00,0.0
4h,7,2022-01-01 01:30:00,39.441
4h,8,2022-01-01 01:45:00,40.084
4h,9,2022-01-01 02:00:00,40.2847
4h,10,2022-01-01 02:15:00,40.3673
4h,11,2022-01-01 02:30:00,40.6107
4h,12,2022-01-01 02:45:00,77.2258
4h,13,2022-01-01 03:00:00,54.4485
4h,14,2022-01-01 03:15:00,46.5945
4h,15,2022-01-01 03:30:00,108.5973
4h,16,2022-01-01 03:45:00,109.408
1d,1,2022-01-01 00:00:00,61.6973
1d,2,2022-01-01 00:15:00,48.188
1d,3,2022-01-01 00:30:00,40.9133
1d,4,2022-01-01 00:45:00,41.6814
1d,5,2022-01-01 01:00:00,0.0
1d,6,2022-01-01 01:15:00,0.0
1d,7,2022-01-01 01:30:00,39.441
1d,8,2022-01-01 01:45:00,40.084
1d,9,2022-01-01 02:00:00,40.2847
1d,10,2022-01-01 02:15:00,40.3673
1d,11,2022-01-01 02:30:00,40.6107
1d,12,2022-01-01 02:45:00,77.2258
1d,13,2022-01-01 03:00:00,54.4485
1d,14,2022-01-01 03:15:00,46.5945
1d,15,2022-01-01 03:30:00,108.5973
1d,16,2022-01-01 03:45:00,109.408
1d,17,2022-01-01 04:00:00,160.558
1d,18,2022-01-01 04:15:00,155.5113
1d,19,2022-01-01 04:30:00,128.4567
1d,20,2022-01-01 04:45:00,50.3797
1d,21,2022-01-01 05:00:00,0.0
1d,22,2022-01-01 05:15:00,0.0
1d,23,2022-01-01 05:30:00,39.73
1d,24,2022-01-01 05:45:00,40.21
1d,25,2022-01-01 06:00:00,40.398
1d,26,2022-01-01 06:15:00,46.9687
1d,27,2022-01-01 06:30:00,78.148
1d,28,2022-01-01 06:45:00,103.3944
1d,29,2022-01-01 07:00:00,90.2528
1d,30,2022-01-01 07:15:00,40.592
1d,31,2022-01-01 07:30:00,0.0
1d,32,2022-01-01 07:45:00,0.0
1d,33,2022-01-01 08:00:00,0.0
1d,34,2022-01-01 08:15:00,0.0
1d,35,2022-01-01 08:30:00,0.0
1d,36,2022-01-01 08:45:00,0.0
1d,37,2022-01-01 09:00:00,0.0
1d,38,2022-01-01 09:15:00,0.0
1d,39,2022-01-01 09:30:00,0.0
1d,40,2022-01-01 09:45:00,0.0
1d,41,2022-01-01 10:00:00,0.0
1d,42,2022-01-01 10:15:00,0.0
1d,43,2022-01-01 10:30:00,0.0
1d,44,2022-01-01 10:45:00,0.0
1d,45,2022-01-01 11:00:00,0.0
1d,46,2022-01-01 11:15:00,0.0
1d,47,2022-01-01 11:30:00,0.0
1d,48,2022-01-01 11:45:00,0.0
1d,49,2022-01-01 12:00:00,0.0
1d,50,2022-01-01 12:15:00,0.0
1d,51,2022-01-01 12:30:00,0.0
1d,52,2022-01-01 12:45:00,0.0
1d,53,2022-01-01 13:00:00,0.0
1d,54,2022-01-01 13:15:00,0.0
1d,55,2022-01-01 13:30:00,0.0
1d,56,2022-01-01 13:45:00,0.0
1d,57,2022-01-01 14:00:00,0.0
1d,58,2022-01-01 14:15:00,0.0
1d,59,2022-01-01 14:30:00,0.0
1d,60,2022-01-01 14:45:00,0.0
1d,61,2022-01-01 15:00:00,0.0
1d,62,2022-01-01 15:15:00,0.0
1d,63,2022-01-01 15:30:00,0.0
1d,64,2022-01-01 15:45:00,0.0
1d,65,2022-01-01 16:00:00,0.0
1d,66,2022-01-01 16:15:00,0.0
1d,67,2022-01-01 16:30:00,0.0
1d,68,2022-01-01 16:45:00,0.0
1d,69,2022-01-01 17:00:00,0.0
