forecast_horizon,step_index,forecast_timestamp,power_kw
2h,1,2021-11-25 00:00:00,0.0
2h,2,2021-11-25 00:15:00,0.0
2h,3,2021-11-25 00:30:00,0.0
2h,4,2021-11-25 00:45:00,0.0
2h,5,2021-11-25 01:00:00,0.0
2h,6,2021-11-25 01:15:00,0.0
2h,7,2021-11-25 01:30:00,0.0
2h,8,2021-11-25 01:45:00,0.0
4h,1,2021-11-25 00:00:00,0.0
4h,2,2021-11-25 00:15:00,0.0
4h,3,2021-11-25 00:30:00,0.0
4h,4,2021-11-25 00:45:00,0.0
4h,5,2021-11-25 01:00:00,0.0
4h,6,2021-11-25 01:15:00,0.0
4h,7,2021-11-25 01:30:00,0.0
4h,8,2021-11-25 01:45:00,0.0
4h,9,2021-11-25 02:00:00,0.0
4h,10,2021-11-25 02:15:00,0.0
4h,11,2021-11-25 02:30:00,0.0
4h,12,2021-11-25 02:45:00,0.0
4h,13,2021-11-25 03:00:00,0.0
4h,14,2021-11-25 03:15:00,0.0
4h,15,2021-11-25 03:30:00,0.0
4h,16,2021-11-25 03:45:00,0.0
1d,1,2021-11-25 00:00:00,0.0
1d,2,2021-11-25 00:15:00,0.0
1d,3,2021-11-25 00:30:00,0.0
1d,4,2021-11-25 00:45:00,0.0
1d,5,2021-11-25 01:00:00,0.0
1d,6,2021-11-25 01:15:00,0.0
1d,7,2021-11-25 01:30:00,0.0
1d,8,2021-11-25 01:45:00,0.0
1d,9,2021-11-25 02:00:00,0.0
1d,10,2021-11-25 02:15:00,0.0
1d,11,2021-11-25 02:30:00,0.0
1d,12,2021-11-25 02:45:00,0.0
1d,13,2021-11-25 03:00:00,0.0
1d,14,2021-11-25 03:15:00,0.0
1d,15,2021-11-25 03:30:00,0.0
1d,16,2021-11-25 03:45:00,0.0
1d,17,2021-11-25 04:00:00,0.0
1d,18,2021-11-25 04:15:00,0.0
1d,19,2021-11-25 04:30:00,0.0
1d,20,2021-11-25 04:45:00,0.0
1d,21,2021-11-25 05:00:00,0.0
1d,22,2021-11-25 05:15:00,0.0
1d,23,2021-11-25 05:30:00,0.0
1d,24,2021-11-25 05:45:00,0.0
