forecast_horizon,step_index,forecast_timestamp,power_kw
2h,1,2023-05-07 00:00:00,133.1415
2h,2,2023-05-07 00:15:00,126.9687
2h,3,2023-05-07 00:30:00,119.4833
2h,4,2023-05-07 00:45:00,124.4363
2h,5,2023-05-07 01:00:00,110.4073
2h,6,2023-05-07 01:15:00,68.624
2h,7,2023-05-07 01:30:00,49.8118
2h,8,2023-05-07 01:45:00,45.512
4h,1,2023-05-07 00:00:00,133.1415
4h,2,2023-05-07 00:15:00,126.9687
4h,3,2023-05-07 00:30:00,119.4833
4h,4,2023-05-07 00:45:00,124.4363
4h,5,2023-05-07 01:00:00,110.4073
4h,6,2023-05-07 01:15:00,68.624
4h,7,2023-05-07 01:30:00,49.8118
4h,8,2023-05-07 01:45:00,45.512
4h,9,2023-05-07 02:00:00,89.9785
4h,10,2023-05-07 02:15:00,40.5387
4h,11,2023-05-07 02:30:00,39.048
4h,12,2023-05-07 02:45:00,33.5388
4h,13,2023-05-07 03:00:00,21.3973
4h,14,2023-05-07 03:15:00,21.7507
4h,15,2023-05-07 03:30:00,22.0307
4h,16,2023-05-07 03:45:00,22.104
1d,1,2023-05-07 00:00:00,133.1415
1d,2,2023-05-07 00:15:00,126.9687
1d,3,2023-05-07 00:30:00,119.4833
1d,4,2023-05-07 00:45:00,124.4363
1d,5,2023-05-07 01:00:00,110.4073
1d,6,2023-05-07 01:15:00,68.624
1d,7,2023-05-07 01:30:00,49.8118
1d,8,2023-05-07 01:45:00,45.512
1d,9,2023-05-07 02:00:00,89.9785
1d,10,2023-05-07 02:15:00,40.5387
1d,11,2023-05-07 02:30:00,39.048
1d,12,2023-05-07 02:45:00,33.5388
1d,13,2023-05-07 03:00:00,21.3973
1d,14,2023-05-07 03:15:00,21.7507
1d,15,2023-05-07 03:30:00,22.0307
1d,16,2023-05-07 03:45:00,22.104
1d,17,2023-05-07 04:00:00,59.1413
1d,18,2023-05-07 04:15:00,66.5573
1d,19,2023-05-07 04:30:00,66.8367
1d,20,2023-05-07 04:45:00,67.128
1d,21,2023-05-07 05:00:00,66.03
1d,22,2023-05-07 05:15:00,89.6385
1d,23,2023-05-07 05:30:00,84.422
1d,24,2023-05-07 05:45:00,82.818
1d,25,2023-05-07 06:00:00,65.115
1d,26,2023-05-07 06:15:00,97.275
1d,27,2023-05-07 06:30:00,93.901
1d,28,2023-05-07 06:45:00,130.79
1d,29,2023-05-07 07:00:00,110.6293
1d,30,2023-05-07 07:15:00,110.566
1d,31,2023-05-07 07:30:00,108.2687
1d,32,2023-05-07 07:45:00,107.4867
