forecast_horizon,step_index,forecast_timestamp,power_kw
2h,1,2023-09-28 00:00:00,148.9204
2h,2,2023-09-28 00:15:00,145.54
2h,3,2023-09-28 00:30:00,170.8644
2h,4,2023-09-28 00:45:00,169.5467
2h,5,2023-09-28 01:00:00,168.8913
2h,6,2023-09-28 01:15:00,136.2747
2h,7,2023-09-28 01:30:00,62.935
2h,8,2023-09-28 01:45:00,49.4293
4h,1,2023-09-28 00:00:00,148.9204
4h,2,2023-09-28 00:15:00,145.54
4h,3,2023-09-28 00:30:00,170.8644
4h,4,2023-09-28 00:45:00,169.5467
4h,5,2023-09-28 01:00:00,168.8913
4h,6,2023-09-28 01:15:00,136.2747
4h,7,2023-09-28 01:30:00,62.935
4h,8,2023-09-28 01:45:00,49.4293
4h,9,2023-09-28 02:00:00,45.33
4h,10,2023-09-28 02:15:00,42.5513
4h,11,2023-09-28 02:30:00,34.4913
4h,12,2023-09-28 02:45:00,21.0921
4h,13,2023-09-28 03:00:00,0.0
4h,14,2023-09-28 03:15:00,37.2933
4h,15,2023-09-28 03:30:00,48.126
4h,16,2023-09-28 03:45:00,59.066
1d,1,2023-09-28 00:00:00,148.9204
1d,2,2023-09-28 00:15:00,145.54
1d,3,2023-09-28 00:30:00,170.8644
1d,4,2023-09-28 00:45:00,169.5467
1d,5,2023-09-28 01:00:00,168.8913
1d,6,2023-09-28 01:15:00,136.2747
1d,7,2023-09-28 01:30:00,62.935
1d,8,2023-09-28 01:45:00,49.4293
1d,9,2023-09-28 02:00:00,45.33
1d,10,2023-09-28 02:15:00,42.5513
1d,11,2023-09-28 02:30:00,34.4913
1d,12,2023-09-28 02:45:00,21.0921
1d,13,2023-09-28 03:00:00,0.0
1d,14,2023-09-28 03:15:00,37.2933
1d,15,2023-09-28 03:30:00,48.126
1d,16,2023-09-28 03:45:00,59.066
1d,17,2023-09-28 04:00:00,103.8911
1d,18,2023-09-28 04:15:00,151.3373
1d,19,2023-09-28 04:30:00,150.608
1d,20,2023-09-28 04:45:00,144.3232
1d,21,2023-09-28 05:00:00,114.8244
1d,22,2023-09-28 05:15:00,89.8913
1d,23,2023-09-28 05:30:00,92.0013
1d,24,2023-09-28 05:45:00,76.4203
1d,25,2023-09-28 06:00:00,40.7927
1d,26,2023-09-28 06:15:00,119.2731
1d,27,2023-09-28 06:30:00,83.5927
1d,28,2023-09-28 06:45:00,74.0615
1d,29,2023-09-28 07:00:00,38.3047
1d,30,2023-09-28 07:15:00,22.1767
1d,31,2023-09-28 07:30:00,39.65
1d,32,2023-09-28 07:45:00,68.603
1d,33,2023-09-28 08:00:00,56.7332
1d,34,2023-09-28 08:15:00,19.728
1d,35,2023-09-28 08:30:00,21.5943
