forecast_horizon,step_index,forecast_timestamp,power_kw
2h,1,2022-08-09 00:00:00,99.7379
2h,2,2022-08-09 00:15:00,100.38
2h,3,2022-08-09 00:30:00,100.9147
2h,4,2022-08-09 00:45:00,101.3493
2h,5,2022-08-09 01:00:00,87.3853
2h,6,2022-08-09 01:15:00,98.754
2h,7,2022-08-09 01:30:00,101.0593
2h,8,2022-08-09 01:45:00,130.5648
4h,1,2022-08-09 00:00:00,99.7379
4h,2,2022-08-09 00:15:00,100.38
4h,3,2022-08-09 00:30:00,100.9147
4h,4,2022-08-09 00:45:00,101.3493
4h,5,2022-08-09 01:00:00,87.3853
4h,6,2022-08-09 01:15:00,98.754
4h,7,2022-08-09 01:30:00,101.0593
4h,8,2022-08-09 01:45:00,130.5648
4h,9,2022-08-09 02:00:00,154.307
4h,10,2022-08-09 02:15:00,152.92
4h,11,2022-08-09 02:30:00,167.0328
4h,12,2022-08-09 02:45:00,153.1659
4h,13,2022-08-09 03:00:00,67.646
4h,14,2022-08-09 03:15:00,57.1747
4h,15,2022-08-09 03:30:00,51.3188
4h,16,2022-08-09 03:45:00,22.2013
1d,1,2022-08-09 00:00:00,99.7379
1d,2,2022-08-09 00:15:00,100.38
1d,3,2022-08-09 00:30:00,100.9147
1d,4,2022-08-09 00:45:00,101.3493
1d,5,2022-08-09 01:00:00,87.3853
1d,6,2022-08-09 01:15:00,98.754
1d,7,2022-08-09 01:30:00,101.0593
1d,8,2022-08-09 01:45:00,130.5648
1d,9,2022-08-09 02:00:00,154.307
1d,10,2022-08-09 02:15:00,152.92
1d,11,2022-08-09 02:30:00,167.0328
1d,12,2022-08-09 02:45:00,153.1659
1d,13,2022-08-09 03:00:00,67.646
1d,14,2022-08-09 03:15:00,57.1747
1d,15,2022-08-09 03:30:00,51.3188
1d,16,2022-08-09 03:45:00,22.2013
1d,17,2022-08-09 04:00:00,22.2647
1d,18,2022-08-09 04:15:00,22.2947
1d,19,2022-08-09 04:30:00,22.3393
1d,20,2022-08-09 04:45:00,22.428
1d,21,2022-08-09 05:00:00,19.476
1d,22,2022-08-09 05:15:00,0.0
1d,23,2022-08-09 05:30:00,40.1231
1d,24,2022-08-09 05:45:00,40.342
1d,25,2022-08-09 06:00:00,40.504
1d,26,2022-08-09 06:15:00,40.77
1d,27,2022-08-09 06:30:00,40.9367
1d,28,2022-08-09 06:45:00,28.15
1d,29,2022-08-09 07:00:00,0.0
1d,30,2022-08-09 07:15:00,0.0
1d,31,2022-08-09 07:30:00,0.0
1d,32,2022-08-09 07:45:00,47.9625
1d,33,2022-08-09 08:00:00,0.0
1d,34,2022-08-09 08:15:00,0.0
1d,35,2022-08-09 08:30:00,0.0
1d,36,2022-08-09 08:45:00,0.0
1d,37,2022-08-09 09:00:00,0.0
1d,38,2022-08-09 09:15:00,0.0
1d,39,2022-08-09 09:30:00,0.0
1d,40,2022-08-09 09:45:00,0.0
1d,41,2022-08-09 10:00:00,0.0
1d,42,2022-08-09 10:15:00,0.0
1d,43,2022-08-09 10:30:00,0.0
1d,44,2022-08-09 10:45:00,0.0
1d,45,2022-08-09 11:00:00,0.0
1d,46,2022-08-09 11:15:00,0.0
1d,47,2022-08-09 11:30:00,0.0
1d,48,2022-08-09 11:45:00,0.0
1d,49,2022-08-09 12:00:00,32.2192
1d,50,2022-08-09 12:15:00,32.8813
1d,51,2022-08-09 12:30:00,32.4133
1d,52,2022-08-09 12:45:00,52.3353
1d,53,2022-08-09 13:00:00,56.63
1d,54,2022-08-09 13:15:00,65.9529
1d,55,2022-08-09 13:30:00,101.3178
1d,56,2022-08-09 13:45:00,79.9113
1d,57,2022-08-09 14:00:00,60.8193
1d,58,2022-08-09 14:15:00,0.0
1d,59,2022-08-09 14:30:00,16.2
1d,60,2022-08-09 14:45:00,0.0
1d,61,2022-08-09 15:00:00,0.0
1d,62,2022-08-09 15:15:00,0.0
1d,63,2022-08-09 15:30:00,0.0
1d,64,2022-08-09 15:45:00,0.0
1d,65,2022-08-09 16:00:00,0.0
1d,66,2022-08-09 16:15:00,0.0
1d,67,2022-08-09 16:30:00,25.55
1d,68,2022-08-09 16:45:00,0.0
1d,69,2022-08-09 17:00:00,0.0
1d,70,2022-08-09 17:15:00,0.0
1d,71,2022-08-09 17:30:00,44.6229
1d,72,2022-08-09 17:45:00,85.6343
1d,73,2022-08-09 18:00:00,86.1065
1d,74,2022-08-09 18:15:00,63.4763
1d,75,2022-08-09 18:30:00,44.2935
1d,76,2022-08-09 18:45:00,37.5127
1d,77,2022-08-09 19:00:00,120.4153
1d,78,2022-08-09 19:15:00,115.2687
1d,79,2022-08-09 19:30:00,72.7006
1d,80,2022-08-09 19:45:00,29.9993
1d,81,2022-08-09 20:00:00,15.926
1d,82,2022-08-09 20:15:00,0.0
1d,83,2022-08-09 20:30:00,12.66
1d,84,2022-08-09 20:45:00,85.4053
1d,85,2022-08-09 21:00:00,87.7267
1d,86,2022-08-09 21:15:00,0.0
1d,87,2022-08-09 21:30:00,0.0
1d,88,2022-08-09 21:45:00,0.0
1d,89,2022-08-09 22:00:00,0.0
1d,90,2022-08-09 22:15:00,8.115
1d,91,2022-08-09 22:30:00,0.0
1d,92,2022-08-09 22:45:00,0.0
1d,93,2022-08-09 23:00:00,0.0
1d,94,2022-08-09 23:15:00,0.0
1d,95,2022-08-09 23:30:00,0.0
1d,96,2022-08-09 23:45:00,0.0
4d,1,2022-08-09 00:00:00,99.7379
4d,2,2022-08-09 00:15:00,100.38
4d,3,2022-08-09 00:30:00,100.9147
4d,4,2022-08-09 00:45:00,101.3493
4d,5,2022-08-09 01:00:00,87.3853
4d,6,2022-08-09 01:15:00,98.754
4d,7,2022-08-09 01:30:00,101.0593
4d,8,2022-08-09 01:45:00,130.5648
