forecast_horizon,step_index,forecast_timestamp,power_kw
2h,1,2023-01-18 22:00:00,0.0
2h,2,2023-01-18 22:15:00,0.0
2h,3,2023-01-18 22:30:00,0.0
2h,4,2023-01-18 22:45:00,0.0
2h,5,2023-01-18 23:00:00,0.0
2h,6,2023-01-18 23:15:00,0.0
2h,7,2023-01-18 23:30:00,0.0
2h,8,2023-01-18 23:45:00,0.0
4h,1,2023-01-18 22:00:00,0.0
4h,2,2023-01-18 22:15:00,0.0
4h,3,2023-01-18 22:30:00,0.0
4h,4,2023-01-18 22:45:00,0.0
4h,5,2023-01-18 23:00:00,0.0
4h,6,2023-01-18 23:15:00,0.0
4h,7,2023-01-18 23:30:00,0.0
4h,8,2023-01-18 23:45:00,0.0
4h,9,2023-01-19 00:00:00,0.0
4h,10,2023-01-19 00:15:00,0.0
4h,11,2023-01-19 00:30:00,0.0
4h,12,2023-01-19 00:45:00,0.0
4h,13,2023-01-19 01:00:00,0.0
4h,14,2023-01-19 01:15:00,0.0
4h,15,2023-01-19 01:30:00,0.0
4h,16,2023-01-19 01:45:00,0.0
1d,1,2023-01-18 22:00:00,0.0
1d,2,2023-01-18 22:15:00,0.0
1d,3,2023-01-18 22:30:00,0.0
1d,4,2023-01-18 22:45:00,0.0
1d,5,2023-01-18 23:00:00,0.0
1d,6,2023-01-18 23:15:00,0.0
1d,7,2023-01-18 23:30:00,0.0
1d,8,2023-01-18 23:45:00,0.0
1d,9,2023-01-19 00:00:00,0.0
1d,10,2023-01-19 00:15:00,0.0
1d,11,2023-01-19 00:30:00,0.0
1d,12,2023-01-19 00:45:00,0.0
1d,13,2023-01-19 01:00:00,0.0
1d,14,2023-01-19 01:15:00,0.0
1d,15,2023-01-19 01:30:00,0.0
1d,16,2023-01-19 01:45:00,0.0
1d,17,2023-01-19 02:00:00,0.0
1d,18,2023-01-19 02:15:00,0.0
1d,19,2023-01-19 02:30:00,0.0
1d,20,2023-01-19 02:45:00,0.0
1d,21,2023-01-19 03:00:00,0.0
1d,22,2023-01-19 03:15:00,46.365
1d,23,2023-01-19 03:30:00,55.828
1d,24,2023-01-19 03:45:00,56.074
1d,25,2023-01-19 04:00:00,56.3507
1d,26,2023-01-19 04:15:00,49.1947
1d,27,2023-01-19 04:30:00,9.935
1d,28,2023-01-19 04:45:00,0.0
1d,29,2023-01-19 05:00:00,36.8171
1d,30,2023-01-19 05:15:00,40.2987
1d,31,2023-01-19 05:30:00,40.5047
1d,32,2023-01-19 05:45:00,40.638
1d,33,2023-01-19 06:00:00,40.806
1d,34,2023-01-19 06:15:00,40.9687
1d,35,2023-01-19 06:30:00,36.667
1d,36,2023-01-19 06:45:00,0.0
1d,37,2023-01-19 07:00:00,65.6942
1d,38,2023-01-19 07:15:00,63.332
1d,39,2023-01-19 07:30:00,39.8343
1d,40,2023-01-19 07:45:00,0.0
1d,41,2023-01-19 08:00:00,40.663
1d,42,2023-01-19 08:15:00,39.1727
1d,43,2023-01-19 08:30:00,0.0
1d,44,2023-01-19 08:45:00,0.0
1d,45,2023-01-19 09:00:00,0.0
1d,46,2023-01-19 09:15:00,0.0
1d,47,2023-01-19 09:30:00,0.0
1d,48,2023-01-19 09:45:00,0.0
1d,49,2023-01-19 10:00:00,0.0
1d,50,2023-01-19 10:15:00,0.0
1d,51,2023-01-19 10:30:00,22.6525
1d,52,2023-01-19 10:45:00,23.4913
1d,53,2023-01-19 11:00:00,18.54
1d,54,2023-01-19 11:15:00,12.1633
1d,55,2023-01-19 11:30:00,61.487
1d,56,2023-01-19 11:45:00,49.5647
1d,57,2023-01-19 12:00:00,25.9987
1d,58,2023-01-19 12:15:00,34.3325
1d,59,2023-01-19 12:30:00,26.14
1d,60,2023-01-19 12:45:00,26.2127
1d,61,2023-01-19 13:00:00,21.3047
1d,62,2023-01-19 13:15:00,11.8667
1d,63,2023-01-19 13:30:00,2.9413
1d,64,2023-01-19 13:45:00,1.42
1d,65,2023-01-19 14:00:00,0.0
1d,66,2023-01-19 14:15:00,0.0
1d,67,2023-01-19 14:30:00,36.1
1d,68,2023-01-19 14:45:00,48.534
1d,69,2023-01-19 15:00:00,49.3613
1d,70,2023-01-19 15:15:00,37.729
1d,71,2023-01-19 15:30:00,0.0
1d,72,2023-01-19 15:45:00,0.0
1d,73,2023-01-19 16:00:00,26.745
1d,74,2023-01-19 16:15:00,13.942
1d,75,2023-01-19 16:30:00,62.7874
1d,76,2023-01-19 16:45:00,49.3787
1d,77,2023-01-19 17:00:00,31.2273
1d,78,2023-01-19 17:15:00,16.73
1d,79,2023-01-19 17:30:00,0.0
1d,80,2023-01-19 17:45:00,0.0
1d,81,2023-01-19 18:00:00,0.0
1d,82,2023-01-19 18:15:00,0.0
1d,83,2023-01-19 18:30:00,0.0
1d,84,2023-01-19 18:45:00,0.0
1d,85,2023-01-19 19:00:00,0.0
1d,86,2023-01-19 19:15:00,18.3411
1d,87,2023-01-19 19:30:00,18.3725
1d,88,2023-01-19 19:45:00,0.0
1d,89,2023-01-19 20:00:00,0.0
1d,90,2023-01-19 20:15:00,18.0567
1d,91,2023-01-19 20:30:00,30.066
1d,92,2023-01-19 20:45:00,30.0407
1d,93,2023-01-19 21:00:00,30.05
1d,94,2023-01-19 21:15:00,0.0
1d,95,2023-01-19 21:30:00,0.0
1d,96,2023-01-19 21:45:00,0.0
4d,1,2023-01-18 22:00:00,0.0
4d,2,2023-01-18 22:15:00,0.0
4d,3,2023-01-18 22:30:00,0.0
4d,4,2023-01-18 22:45:00,0.0
4d,5,2023-01-18 23:00:00,0.0
4d,6,2023-01-18 23:15:00,0.0
4d,7,2023-01-18 23:30:00,0.0
4d,8,2023-01-18 23:45:00,0.0
4d,9,2023-01-19 00:00:00,0.0
4d,10,2023-01-19 00:15:00,0.0
4d,11,2023-01-19 00:30:00,0.0
4d,12,2023-01-19 00:45:00,0.0
4d,13,2023-01-19 01:00:00,0.0
4d,14,2023-01-19 01:15:00,0.0
4d,15,2023-01-19 01:30:00,0.0
4d,16,2023-01-19 01:45:00,0.0
4d,17,2023-01-19 02:00:00,0.0
4d,18,2023-01-19 02:15:00,0.0
4d,19,2023-01-19 02:30:00,0.0
4d,20,2023-01-19 02:45:00,0.0
4d,21,2023-01-19 03:00:00,0.0
4d,22,2023-01-19 03:15:00,46.365
