forecast_horizon,step_index,forecast_timestamp,power_kw
2h,1,2022-02-06 21:45:00,0.0
2h,2,2022-02-06 22:00:00,0.0
2h,3,2022-02-06 22:15:00,0.0
2h,4,2022-02-06 22:30:00,0.0
2h,5,2022-02-06 22:45:00,0.0
2h,6,2022-02-06 23:00:00,0.0
2h,7,2022-02-06 23:15:00,0.0
2h,8,2022-02-06 23:30:00,0.0
4h,1,2022-02-06 21:45:00,0.0
4h,2,2022-02-06 22:00:00,0.0
4h,3,2022-02-06 22:15:00,0.0
4h,4,2022-02-06 22:30:00,0.0
4h,5,2022-02-06 22:45:00,0.0
4h,6,2022-02-06 23:00:00,0.0
4h,7,2022-02-06 23:15:00,0.0
4h,8,2022-02-06 23:30:00,0.0
4h,9,2022-02-06 23:45:00,0.0
4h,10,2022-02-07 00:00:00,0.0
4h,11,2022-02-07 00:15:00,0.0
4h,12,2022-02-07 00:30:00,0.0
4h,13,2022-02-07 00:45:00,0.0
4h,14,2022-02-07 01:00:00,0.0
4h,15,2022-02-07 01:15:00,0.0
4h,16,2022-02-07 01:30:00,0.0
1d,1,2022-02-06 21:45:00,0.0
1d,2,2022-02-06 22:00:00,0.0
1d,3,2022-02-06 22:15:00,0.0
1d,4,2022-02-06 22:30:00,0.0
1d,5,2022-02-06 22:45:00,0.0
1d,6,2022-02-06 23:00:00,0.0
1d,7,2022-02-06 23:15:00,0.0
1d,8,2022-02-06 23:30:00,0.0
1d,9,2022-02-06 23:45:00,0.0
1d,10,2022-02-07 00:00:00,0.0
1d,11,2022-02-07 00:15:00,0.0
1d,12,2022-02-07 00:30:00,0.0
1d,13,2022-02-07 00:45:00,0.0
1d,14,2022-02-07 01:00:00,0.0
1d,15,2022-02-07 01:15:00,0.0
1d,16,2022-02-07 01:30:00,0.0
1d,17,2022-02-07 01:45:00,0.0
1d,18,2022-02-07 02:00:00,0.0
1d,19,2022-02-07 02:15:00,0.0
1d,20,2022-02-07 02:30:00,0.0
1d,21,2022-02-07 02:45:00,0.0
1d,22,2022-02-07 03:00:00,0.0
1d,23,2022-02-07 03:15:00,0.0
1d,24,2022-02-07 03:30:00,0.0
1d,25,2022-02-07 03:45:00,0.0
1d,26,2022-02-07 04:00:00,0.0
1d,27,2022-02-07 04:15:00,0.0
1d,28,2022-02-07 04:30:00,0.0
1d,29,2022-02-07 04:45:00,0.0
1d,30,2022-02-07 05:00:00,0.0
1d,31,2022-02-07 05:15:00,0.0
1d,32,2022-02-07 05:30:00,0.0
1d,33,2022-02-07 05:45:00,42.6
1d,34,2022-02-07 06:00:00,0.0
1d,35,2022-02-07 06:15:00,45.6922
1d,36,2022-02-07 06:30:00,46.4373
1d,37,2022-02-07 06:45:00,46.6907
1d,38,2022-02-07 07:00:00,46.954
1d,39,2022-02-07 07:15:00,47.15
1d,40,2022-02-07 07:30:00,47.32
1d,41,2022-02-07 07:45:00,39.3347
1d,42,2022-02-07 08:00:00,9.96
1d,43,2022-02-07 08:15:00,35.17
1d,44,2022-02-07 08:30:00,71.4613
1d,45,2022-02-07 08:45:00,71.5607
1d,46,2022-02-07 09:00:00,60.1113
1d,47,2022-02-07 09:15:00,35.2123
1d,48,2022-02-07 09:30:00,0.0
1d,49,2022-02-07 09:45:00,0.0
1d,50,2022-02-07 10:00:00,0.0
1d,51,2022-02-07 10:15:00,28.98
1d,52,2022-02-07 10:30:00,27.7043
1d,53,2022-02-07 10:45:00,0.0
1d,54,2022-02-07 11:00:00,0.0
1d,55,2022-02-07 11:15:00,0.0
1d,56,2022-02-07 11:30:00,0.0
1d,57,2022-02-07 11:45:00,0.0
1d,58,2022-02-07 12:00:00,0.0
1d,59,2022-02-07 12:15:00,0.0
1d,60,2022-02-07 12:30:00,0.0
1d,61,2022-02-07 12:45:00,0.0
1d,62,2022-02-07 13:00:00,0.0
1d,63,2022-02-07 13:15:00,0.0
1d,64,2022-02-07 13:30:00,0.0
1d,65,2022-02-07 13:45:00,0.0
1d,66,2022-02-07 14:00:00,0.0
1d,67,2022-02-07 14:15:00,0.0
1d,68,2022-02-07 14:30:00,0.0
1d,69,2022-02-07 14:45:00,0.0
1d,70,2022-02-07 15:00:00,0.0
1d,71,2022-02-07 15:15:00,0.0
1d,72,2022-02-07 15:30:00,0.0
1d,73,2022-02-07 15:45:00,0.0
1d,74,2022-02-07 16:00:00,0.0
1d,75,2022-02-07 16:15:00,0.0
1d,76,2022-02-07 16:30:00,0.0
1d,77,2022-02-07 16:45:00,0.0
1d,78,2022-02-07 17:00:00,0.0
1d,79,2022-02-07 17:15:00,0.0
1d,80,2022-02-07 17:30:00,45.46
1d,81,2022-02-07 17:45:00,51.8733
1d,82,2022-02-07 18:00:00,57.97
1d,83,2022-02-07 18:15:00,0.0
1d,84,2022-02-07 18:30:00,0.0
1d,85,2022-02-07 18:45:00,0.0
1d,86,2022-02-07 19:00:00,0.0
1d,87,2022-02-07 19:15:00,0.0
