forecast_horizon,step_index,forecast_timestamp,power_kw
2h,1,2022-12-13 23:30:00,0.0
2h,2,2022-12-13 23:45:00,0.0
2h,3,2022-12-14 00:00:00,155.2821
2h,4,2022-12-14 00:15:00,187.5833
2h,5,2022-12-14 00:30:00,108.6733
2h,6,2022-12-14 00:45:00,82.6587
2h,7,2022-12-14 01:00:00,77.0227
2h,8,2022-12-14 01:15:00,70.8273
4h,1,2022-12-13 23:30:00,0.0
4h,2,2022-12-13 23:45:00,0.0
4h,3,2022-12-14 00:00:00,155.2821
4h,4,2022-12-14 00:15:00,187.5833
4h,5,2022-12-14 00:30:00,108.6733
4h,6,2022-12-14 00:45:00,82.6587
4h,7,2022-12-14 01:00:00,77.0227
4h,8,2022-12-14 01:15:00,70.8273
4h,9,2022-12-14 01:30:00,54.674
4h,10,2022-12-14 01:45:00,26.6683
4h,11,2022-12-14 02:00:00,32.984
4h,12,2022-12-14 02:15:00,0.0
4h,13,2022-12-14 02:30:00,38.963
4h,14,2022-12-14 02:45:00,40.6173
4h,15,2022-12-14 03:00:00,40.7473
4h,16,2022-12-14 03:15:00,87.6865
1d,1,2022-12-13 23:30:00,0.0
1d,2,2022-12-13 23:45:00,0.0
1d,3,2022-12-14 00:00:00,155.2821
1d,4,2022-12-14 00:15:00,187.5833
1d,5,2022-12-14 00:30:00,108.6733
1d,6,2022-12-14 00:45:00,82.6587
1d,7,2022-12-14 01:00:00,77.0227
1d,8,2022-12-14 01:15:00,70.8273
1d,9,2022-12-14 01:30:00,54.674
1d,10,2022-12-14 01:45:00,26.6683
1d,11,2022-12-14 02:00:00,32.984
1d,12,2022-12-14 02:15:00,0.0
1d,13,2022-12-14 02:30:00,38.963
1d,14,2022-12-14 02:45:00,40.6173
1d,15,2022-12-14 03:00:00,40.7473
1d,16,2022-12-14 03:15:00,87.6865
1d,17,2022-12-14 03:30:00,128.1693
1d,18,2022-12-14 03:45:00,120.0233
1d,19,2022-12-14 04:00:00,126.2852
1d,20,2022-12-14 04:15:00,164.3174
1d,21,2022-12-14 04:30:00,90.1027
1d,22,2022-12-14 04:45:00,79.812
1d,23,2022-12-14 05:00:00,51.1973
1d,24,2022-12-14 05:15:00,25.55
1d,25,2022-12-14 05:30:00,0.0
1d,26,2022-12-14 05:45:00,0.0
1d,27,2022-12-14 06:00:00,0.0
1d,28,2022-12-14 06:15:00,13.0536
1d,29,2022-12-14 06:30:00,14.1593
1d,30,2022-12-14 06:45:00,14.2733
1d,31,2022-12-14 07:00:00,14.36
1d,32,2022-12-14 07:15:00,0.0
1d,33,2022-12-14 07:30:00,0.0
1d,34,2022-12-14 07:45:00,13.3989
1d,35,2022-12-14 08:00:00,27.9751
1d,36,2022-12-14 08:15:00,21.3253
1d,37,2022-12-14 08:30:00,21.5347
1d,38,2022-12-14 08:45:00,10.5843
1d,39,2022-12-14 09:00:00,0.0
1d,40,2022-12-14 09:15:00,0.0
1d,41,2022-12-14 09:30:00,0.0
1d,42,2022-12-14 09:45:00,0.0
1d,43,2022-12-14 10:00:00,0.0
1d,44,2022-12-14 10:15:00,0.0
1d,45,2022-12-14 10:30:00,0.0
1d,46,2022-12-14 10:45:00,0.0
1d,47,2022-12-14 11:00:00,0.0
1d,48,2022-12-14 11:15:00,21.472
1d,49,2022-12-14 11:30:00,23.4407
1d,50,2022-12-14 11:45:00,23.8642
1d,51,2022-12-14 12:00:00,51.8186
1d,52,2022-12-14 12:15:00,49.56
1d,53,2022-12-14 12:30:00,18.6073
1d,54,2022-12-14 12:45:00,10.078
1d,55,2022-12-14 13:00:00,0.0
1d,56,2022-12-14 13:15:00,0.0
1d,57,2022-12-14 13:30:00,0.0
1d,58,2022-12-14 13:45:00,0.0
1d,59,2022-12-14 14:00:00,0.0
1d,60,2022-12-14 14:15:00,39.835
1d,61,2022-12-14 14:30:00,41.144
1d,62,2022-12-14 14:45:00,21.838
1d,63,2022-12-14 15:00:00,48.8667
1d,64,2022-12-14 15:15:00,48.9647
1d,65,2022-12-14 15:30:00,49.2
1d,66,2022-12-14 15:45:00,49.4103
1d,67,2022-12-14 16:00:00,105.9832
1d,68,2022-12-14 16:15:00,76.0717
1d,69,2022-12-14 16:30:00,0.0
1d,70,2022-12-14 16:45:00,0.0
1d,71,2022-12-14 17:00:00,0.0
1d,72,2022-12-14 17:15:00,48.2936
1d,73,2022-12-14 17:30:00,94.8603
1d,74,2022-12-14 17:45:00,41.0167
1d,75,2022-12-14 18:00:00,35.568
1d,76,2022-12-14 18:15:00,0.0
1d,77,2022-12-14 18:30:00,0.0
1d,78,2022-12-14 18:45:00,0.0
1d,79,2022-12-14 19:00:00,0.0
1d,80,2022-12-14 19:15:00,0.0
1d,81,2022-12-14 19:30:00,0.0
1d,82,2022-12-14 19:45:00,0.0
1d,83,2022-12-14 20:00:00,0.0
1d,84,2022-12-14 20:15:00,0.0
1d,85,2022-12-14 20:30:00,34.9883
1d,86,2022-12-14 20:45:00,45.5967
1d,87,2022-12-14 21:00:00,31.7287
1d,88,2022-12-14 21:15:00,13.388
1d,89,2022-12-14 21:30:00,10.2607
1d,90,2022-12-14 21:45:00,10.325
1d,91,2022-12-14 22:00:00,0.0
1d,92,2022-12-14 22:15:00,46.693
1d,93,2022-12-14 22:30:00,48.964
1d,94,2022-12-14 22:45:00,89.5307
1d,95,2022-12-14 23:00:00,69.63
1d,96,2022-12-14 23:15:00,62.6347
4d,1,2022-12-13 23:30:00,0.0
4d,2,2022-12-13 23:45:00,0.0
4d,3,2022-12-14 00:00:00,155.2821
4d,4,2022-12-14 00:15:00,187.5833
4d,5,2022-12-14 00:30:00,108.6733
4d,6,2022-12-14 00:45:00,82.6587
4d,7,2022-12-14 01:00:00,77.0227
4d,8,2022-12-14 01:15:00,70.8273
4d,9,2022-12-14 01:30:00,54.674
4d,10,2022-12-14 01:45:00,26.6683
4d,11,2022-12-14 02:00:00,32.984
4d,12,2022-12-14 02:15:00,0.0
4d,13,2022-12-14 02:30:00,38.963
4d,14,2022-12-14 02:45:00,40.6173
4d,15,2022-12-14 03:00:00,40.7473
4d,16,2022-12-14 03:15:00,87.6865
4d,17,2022-12-14 03:30:00,128.1693
4d,18,2022-12-14 03:45:00,120.0233
4d,19,2022-12-14 04:00:00,126.2852
4d,20,2022-12-14 04:15:00,164.3174
4d,21,2022-12-14 04:30:00,90.1027
4d,22,2022-12-14 04:45:00,79.812
4d,23,2022-12-14 05:00:00,51.1973
4d,24,2022-12-14 05:15:00,25.55
4d,25,2022-12-14 05:30:00,0.0
4d,26,2022-12-14 05:45:00,0.0
4d,27,2022-12-14 06:00:00,0.0
4d,28,2022-12-14 06:15:00,13.0536
4d,29,2022-12-14 06:30:00,14.1593
4d,30,2022-12-14 06:45:00,14.2733
4d,31,2022-12-14 07:00:00,14.36
4d,32,2022-12-14 07:15:00,0.0
4d,33,2022-12-14 07:30:00,0.0
4d,34,2022-12-14 07:45:00,13.3989
4d,35,2022-12-14 08:00:00,27.9751
4d,36,2022-12-14 08:15:00,21.3253
4d,37,2022-12-14 08:30:00,21.5347
4d,38,2022-12-14 08:45:00,10.5843
4d,39,2022-12-14 09:00:00,0.0
4d,40,2022-12-14 09:15:00,0.0
4d,41,2022-12-14 09:30:00,0.0
4d,42,2022-12-14 09:45:00,0.0
4d,43,2022-12-14 10:00:00,0.0
4d,44,2022-12-14 10:15:00,0.0
4d,45,2022-12-14 10:30:00,0.0
4d,46,2022-12-14 10:45:00,0.0
4d,47,2022-12-14 11:00:00,0.0
4d,48,2022-12-14 11:15:00,21.472
4d,49,2022-12-14 11:30:00,23.4407
4d,50,2022-12-14 11:45:00,23.8642
4d,51,2022-12-14 12:00:00,51.8186
4d,52,2022-12-14 12:15:00,49.56
4d,53,2022-12-14 12:30:00,18.6073
4d,54,2022-12-14 12:45:00,10.078
4d,55,2022-12-14 13:00:00,0.0
4d,56,2022-12-14 13:15:00,0.0
4d,57,2022-12-14 13:30:00,0.0
4d,58,2022-12-14 13:45:00,0.0
4d,59,2022-12-14 14:00:00,0.0
4d,60,2022-12-14 14:15:00,39.835
4d,61,2022-12-14 14:30:00,41.144
4d,62,2022-12-14 14:45:00,21.838
4d,63,2022-12-14 15:00:00,48.8667
4d,64,2022-12-14 15:15:00,48.9647
4d,65,2022-12-14 15:30:00,49.2
4d,66,2022-12-14 15:45:00,49.4103
4d,67,2022-12-14 16:00:00,105.9832
4d,68,2022-12-14 16:15:00,76.0717
4d,69,2022-12-14 16:30:00,0.0
4d,70,2022-12-14 16:45:00,0.0
4d,71,2022-12-14 17:00:00,0.0
4d,72,2022-12-14 17:15:00,48.2936
4d,73,2022-12-14 17:30:00,94.8603
4d,74,2022-12-14 17:45:00,41.0167
4d,75,2022-12-14 18:00:00,35.568
4d,76,2022-12-14 18:15:00,0.0
4d,77,2022-12-14 18:30:00,0.0
4d,78,2022-12-14 18:45:00,0.0
4d,79,2022-12-14 19:00:00,0.0
4d,80,2022-12-14 19:15:00,0.0
4d,81,2022-12-14 19:30:00,0.0
4d,82,2022-12-14 19:45:00,0.0
4d,83,2022-12-14 20:00:00,0.0
4d,84,2022-12-14 20:15:00,0.0
4d,85,2022-12-14 20:30:00,34.9883
4d,86,2022-12-14 20:45:00,45.5967
4d,87,2022-12-14 21:00:00,31.7287
4d,88,2022-12-14 21:15:00,13.388
4d,89,2022-12-14 21:30:00,10.2607
4d,90,2022-12-14 21:45:00,10.325
4d,91,2022-12-14 22:00:00,0.0
4d,92,2022-12-14 22:15:00,46.693
4d,93,2022-12-14 22:30:00,48.964
4d,94,2022-12-14 22:45:00,89.5307
4d,95,2022-12-14 23:00:00,69.63
4d,96,2022-12-14 23:15:00,62.6347
4d,97,2022-12-14 23:30:00,4.6733
4d,98,2022-12-14 23:45:00,4.72
4d,99,2022-12-15 00:00:00,45.0271
4d,100,2022-12-15 00:15:00,80.1768
4d,101,2022-12-15 00:30:00,67.414
4d,102,2022-12-15 00:45:00,52.2452
4d,103,2022-12-15 01:00:00,22.0993
4d,104,2022-12-15 01:15:00,22.1367
4d,105,2022-12-15 01:30:00,22.208
4d,106,2022-12-15 01:45:00,22.254
4d,107,2022-12-15 02:00:00,22.308
4d,108,2022-12-15 02:15:00,22.3353
4d,109,2022-12-15 02:30:00,22.3933
4d,110,2022-12-15 02:45:00,20.7686
4d,111,2022-12-15 03:00:00,0.0
4d,112,2022-12-15 03:15:00,0.0
4d,113,2022-12-15 03:30:00,0.0
4d,114,2022-12-15 03:45:00,39.7131
4d,115,2022-12-15 04:00:00,42.9007
4d,116,2022-12-15 04:15:00,43.238
4d,117,2022-12-15 04:30:00,14.624
4d,118,2022-12-15 04:45:00,0.0
4d,119,2022-12-15 05:00:00,34.1377
4d,120,2022-12-15 05:15:00,76.8147
4d,121,2022-12-15 05:30:00,75.4927
4d,122,2022-12-15 05:45:00,58.9867
4d,123,2022-12-15 06:00:00,55.4987
4d,124,2022-12-15 06:15:00,45.7393
4d,125,2022-12-15 06:30:00,46.0453
4d,126,2022-12-15 06:45:00,21.1425
4d,127,2022-12-15 07:00:00,17.9445
4d,128,2022-12-15 07:15:00,61.2936
4d,129,2022-12-15 07:30:00,115.9813
4d,130,2022-12-15 07:45:00,92.6233
4d,131,2022-12-15 08:00:00,68.857
4d,132,2022-12-15 08:15:00,28.3822
4d,133,2022-12-15 08:30:00,0.0
4d,134,2022-12-15 08:45:00,10.355
4d,135,2022-12-15 09:00:00,25.2913
4d,136,2022-12-15 09:15:00,34.7173
4d,137,2022-12-15 09:30:00,54.4115
4d,138,2022-12-15 09:45:00,46.5049
4d,139,2022-12-15 10:00:00,42.6507
4d,140,2022-12-15 10:15:00,43.2067
4d,141,2022-12-15 10:30:00,0.0
4d,142,2022-12-15 10:45:00,0.0
4d,143,2022-12-15 11:00:00,0.0
4d,144,2022-12-15 11:15:00,0.0
4d,145,2022-12-15 11:30:00,53.5743
4d,146,2022-12-15 11:45:00,61.0007
4d,147,2022-12-15 12:00:00,41.8973
4d,148,2022-12-15 12:15:00,55.504
4d,149,2022-12-15 12:30:00,61.4227
4d,150,2022-12-15 12:45:00,36.962
4d,151,2022-12-15 13:00:00,11.3
4d,152,2022-12-15 13:15:00,0.0
4d,153,2022-12-15 13:30:00,0.0
4d,154,2022-12-15 13:45:00,0.0
4d,155,2022-12-15 14:00:00,38.3971
4d,156,2022-12-15 14:15:00,44.0353
4d,157,2022-12-15 14:30:00,55.012
4d,158,2022-12-15 14:45:00,39.8652
4d,159,2022-12-15 15:00:00,19.4447
4d,160,2022-12-15 15:15:00,55.878
4d,161,2022-12-15 15:30:00,65.5927
4d,162,2022-12-15 15:45:00,20.9553
4d,163,2022-12-15 16:00:00,57.9613
4d,164,2022-12-15 16:15:00,46.5293
4d,165,2022-12-15 16:30:00,40.1688
4d,166,2022-12-15 16:45:00,40.6057
4d,167,2022-12-15 17:00:00,0.0
4d,168,2022-12-15 17:15:00,0.0
4d,169,2022-12-15 17:30:00,0.0
4d,170,2022-12-15 17:45:00,0.0
4d,171,2022-12-15 18:00:00,63.23
4d,172,2022-12-15 18:15:00,63.28
4d,173,2022-12-15 18:30:00,44.15
4d,174,2022-12-15 18:45:00,64.727
4d,175,2022-12-15 19:00:00,97.8249
4d,176,2022-12-15 19:15:00,35.7809
4d,177,2022-12-15 19:30:00,0.0
4d,178,2022-12-15 19:45:00,41.186
4d,179,2022-12-15 20:00:00,72.5975
4d,180,2022-12-15 20:15:00,141.9453
4d,181,2022-12-15 20:30:00,120.9483
4d,182,2022-12-15 20:45:00,71.1642
4d,183,2022-12-15 21:00:00,95.1627
4d,184,2022-12-15 21:15:00,25.3127
4d,185,2022-12-15 21:30:00,6.2887
4d,186,2022-12-15 21:45:00,2.922
4d,187,2022-12-15 22:00:00,0.0
4d,188,2022-12-15 22:15:00,0.0
4d,189,2022-12-15 22:30:00,0.0
4d,190,2022-12-15 22:45:00,0.0
4d,191,2022-12-15 23:00:00,0.0
4d,192,2022-12-15 23:15:00,0.0
4d,193,2022-12-15 23:30:00,0.0
4d,194,2022-12-15 23:45:00,0.0
4d,195,2022-12-16 00:00:00,0.0
4d,196,2022-12-16 00:15:00,0.0
4d,197,2022-12-16 00:30:00,46.62
4d,198,2022-12-16 00:45:00,46.71
4d,199,2022-12-16 01:00:00,46.9667
4d,200,2022-12-16 01:15:00,47.1133
4d,201,2022-12-16 01:30:00,87.9007
4d,202,2022-12-16 01:45:00,68.4853
4d,203,2022-12-16 02:00:00,39.6987
4d,204,2022-12-16 02:15:00,33.5971
4d,205,2022-12-16 02:30:00,0.0
4d,206,2022-12-16 02:45:00,0.0
4d,207,2022-12-16 03:00:00,0.0
4d,208,2022-12-16 03:15:00,0.0
4d,209,2022-12-16 03:30:00,0.0
4d,210,2022-12-16 03:45:00,0.0
4d,211,2022-12-16 04:00:00,0.0
4d,212,2022-12-16 04:15:00,0.0
4d,213,2022-12-16 04:30:00,0.0
4d,214,2022-12-16 04:45:00,0.0
4d,215,2022-12-16 05:00:00,0.0
4d,216,2022-12-16 05:15:00,40.105
4d,217,2022-12-16 05:30:00,40.3973
4d,218,2022-12-16 05:45:00,40.456
4d,219,2022-12-16 06:00:00,83.962
4d,220,2022-12-16 06:15:00,86.5653
4d,221,2022-12-16 06:30:00,86.7587
4d,222,2022-12-16 06:45:00,72.0093
4d,223,2022-12-16 07:00:00,45.8133
4d,224,2022-12-16 07:15:00,39.151
4d,225,2022-12-16 07:30:00,46.886
4d,226,2022-12-16 07:45:00,33.6167
4d,227,2022-12-16 08:00:00,0.0
4d,228,2022-12-16 08:15:00,0.0
4d,229,2022-12-16 08:30:00,0.0
4d,230,2022-12-16 08:45:00,0.0
4d,231,2022-12-16 09:00:00,0.0
4d,232,2022-12-16 09:15:00,0.0
4d,233,2022-12-16 09:30:00,0.0
4d,234,2022-12-16 09:45:00,0.0
4d,235,2022-12-16 10:00:00,0.0
4d,236,2022-12-16 10:15:00,0.0
4d,237,2022-12-16 10:30:00,0.0
4d,238,2022-12-16 10:45:00,0.0
4d,239,2022-12-16 11:00:00,0.0
4d,240,2022-12-16 11:15:00,28.8411
4d,241,2022-12-16 11:30:00,5.11
4d,242,2022-12-16 11:45:00,68.8913
4d,243,2022-12-16 12:00:00,69.282
4d,244,2022-12-16 12:15:00,42.5387
4d,245,2022-12-16 12:30:00,21.7593
4d,246,2022-12-16 12:45:00,54.2793
4d,247,2022-12-16 13:00:00,38.346
4d,248,2022-12-16 13:15:00,56.0128
4d,249,2022-12-16 13:30:00,113.824
4d,250,2022-12-16 13:45:00,111.0973
4d,251,2022-12-16 14:00:00,82.582
4d,252,2022-12-16 14:15:00,48.7827
4d,253,2022-12-16 14:30:00,46.257
4d,254,2022-12-16 14:45:00,51.1507
4d,255,2022-12-16 15:00:00,41.6333
4d,256,2022-12-16 15:15:00,29.5573
4d,257,2022-12-16 15:30:00,11.4575
4d,258,2022-12-16 15:45:00,32.775
4d,259,2022-12-16 16:00:00,33.0275
4d,260,2022-12-16 16:15:00,116.3082
4d,261,2022-12-16 16:30:00,172.3673
4d,262,2022-12-16 16:45:00,138.1428
4d,263,2022-12-16 17:00:00,148.0878
4d,264,2022-12-16 17:15:00,199.4989
4d,265,2022-12-16 17:30:00,180.2696
4d,266,2022-12-16 17:45:00,185.9983
4d,267,2022-12-16 18:00:00,185.0838
4d,268,2022-12-16 18:15:00,163.3019
4d,269,2022-12-16 18:30:00,58.672
4d,270,2022-12-16 18:45:00,10.9687
4d,271,2022-12-16 19:00:00,6.342
4d,272,2022-12-16 19:15:00,3.7907
4d,273,2022-12-16 19:30:00,37.485
4d,274,2022-12-16 19:45:00,52.05
4d,275,2022-12-16 20:00:00,53.834
4d,276,2022-12-16 20:15:00,29.488
4d,277,2022-12-16 20:30:00,72.8005
4d,278,2022-12-16 20:45:00,62.5573
4d,279,2022-12-16 21:00:00,0.0
4d,280,2022-12-16 21:15:00,0.0
4d,281,2022-12-16 21:30:00,85.5816
4d,282,2022-12-16 21:45:00,18.2247
4d,283,2022-12-16 22:00:00,17.5853
4d,284,2022-12-16 22:15:00,14.1653
4d,285,2022-12-16 22:30:00,39.3047
4d,286,2022-12-16 22:45:00,35.1407
4d,287,2022-12-16 23:00:00,24.2157
4d,288,2022-12-16 23:15:00,0.0
4d,289,2022-12-16 23:30:00,0.0
4d,290,2022-12-16 23:45:00,0.0
4d,291,2022-12-17 00:00:00,19.4244
4d,292,2022-12-17 00:15:00,62.1572
4d,293,2022-12-17 00:30:00,62.5193
4d,294,2022-12-17 00:45:00,62.6333
4d,295,2022-12-17 01:00:00,76.4792
4d,296,2022-12-17 01:15:00,110.4693
