forecast_horizon,step_index,forecast_timestamp,power_kw
2h,1,2023-11-02 22:00:00,0.0
2h,2,2023-11-02 22:15:00,0.0
2h,3,2023-11-02 22:30:00,0.0
2h,4,2023-11-02 22:45:00,0.0
2h,5,2023-11-02 23:00:00,0.0
2h,6,2023-11-02 23:15:00,0.0
2h,7,2023-11-02 23:30:00,0.0
2h,8,2023-11-02 23:45:00,0.0
4h,1,2023-11-02 22:00:00,0.0
4h,2,2023-11-02 22:15:00,0.0
4h,3,2023-11-02 22:30:00,0.0
4h,4,2023-11-02 22:45:00,0.0
4h,5,2023-11-02 23:00:00,0.0
4h,6,2023-11-02 23:15:00,0.0
4h,7,2023-11-02 23:30:00,0.0
4h,8,2023-11-02 23:45:00,0.0
4h,9,2023-11-03 00:00:00,99.9701
4h,10,2023-11-03 00:15:00,47.1233
4h,11,2023-11-03 00:30:00,46.74
4h,12,2023-11-03 00:45:00,46.976
4h,13,2023-11-03 01:00:00,91.294
4h,14,2023-11-03 01:15:00,91.7173
4h,15,2023-11-03 01:30:00,92.0487
4h,16,2023-11-03 01:45:00,76.184
1d,1,2023-11-02 22:00:00,0.0
1d,2,2023-11-02 22:15:00,0.0
1d,3,2023-11-02 22:30:00,0.0
1d,4,2023-11-02 22:45:00,0.0
1d,5,2023-11-02 23:00:00,0.0
1d,6,2023-11-02 23:15:00,0.0
1d,7,2023-11-02 23:30:00,0.0
1d,8,2023-11-02 23:45:00,0.0
1d,9,2023-11-03 00:00:00,99.9701
1d,10,2023-11-03 00:15:00,47.1233
1d,11,2023-11-03 00:30:00,46.74
1d,12,2023-11-03 00:45:00,46.976
1d,13,2023-11-03 01:00:00,91.294
1d,14,2023-11-03 01:15:00,91.7173
1d,15,2023-11-03 01:30:00,92.0487
1d,16,2023-11-03 01:45:00,76.184
1d,17,2023-11-03 02:00:00,79.2112
1d,18,2023-11-03 02:15:00,85.3547
1d,19,2023-11-03 02:30:00,99.0295
1d,20,2023-11-03 02:45:00,141.2588
1d,21,2023-11-03 03:00:00,141.3407
1d,22,2023-11-03 03:15:00,197.8141
1d,23,2023-11-03 03:30:00,152.8831
1d,24,2023-11-03 03:45:00,119.418
1d,25,2023-11-03 04:00:00,158.6047
1d,26,2023-11-03 04:15:00,130.5975
1d,27,2023-11-03 04:30:00,107.5783
1d,28,2023-11-03 04:45:00,124.8667
1d,29,2023-11-03 05:00:00,99.2887
1d,30,2023-11-03 05:15:00,87.7198
1d,31,2023-11-03 05:30:00,111.8928
1d,32,2023-11-03 05:45:00,90.1039
1d,33,2023-11-03 06:00:00,32.8736
1d,34,2023-11-03 06:15:00,66.475
1d,35,2023-11-03 06:30:00,71.236
1d,36,2023-11-03 06:45:00,156.8667
1d,37,2023-11-03 07:00:00,94.814
1d,38,2023-11-03 07:15:00,57.4098
1d,39,2023-11-03 07:30:00,40.3747
1d,40,2023-11-03 07:45:00,17.7913
1d,41,2023-11-03 08:00:00,9.7633
1d,42,2023-11-03 08:15:00,102.7286
1d,43,2023-11-03 08:30:00,140.7447
1d,44,2023-11-03 08:45:00,78.936
1d,45,2023-11-03 09:00:00,19.4283
1d,46,2023-11-03 09:15:00,18.36
1d,47,2023-11-03 09:30:00,18.2253
1d,48,2023-11-03 09:45:00,8.922
1d,49,2023-11-03 10:00:00,5.7138
1d,50,2023-11-03 10:15:00,0.0
1d,51,2023-11-03 10:30:00,63.5326
1d,52,2023-11-03 10:45:00,73.0953
1d,53,2023-11-03 11:00:00,52.5113
1d,54,2023-11-03 11:15:00,30.9466
1d,55,2023-11-03 11:30:00,0.0
1d,56,2023-11-03 11:45:00,0.0
1d,57,2023-11-03 12:00:00,0.0
1d,58,2023-11-03 12:15:00,31.6
1d,59,2023-11-03 12:30:00,31.6407
1d,60,2023-11-03 12:45:00,73.1678
1d,61,2023-11-03 13:00:00,43.9433
1d,62,2023-11-03 13:15:00,29.615
1d,63,2023-11-03 13:30:00,0.0
1d,64,2023-11-03 13:45:00,0.0
1d,65,2023-11-03 14:00:00,0.0
1d,66,2023-11-03 14:15:00,0.0
1d,67,2023-11-03 14:30:00,0.0
1d,68,2023-11-03 14:45:00,0.0
1d,69,2023-11-03 15:00:00,0.0
1d,70,2023-11-03 15:15:00,0.0
1d,71,2023-11-03 15:30:00,0.0
1d,72,2023-11-03 15:45:00,0.0
1d,73,2023-11-03 16:00:00,118.7945
1d,74,2023-11-03 16:15:00,186.547
1d,75,2023-11-03 16:30:00,141.412
1d,76,2023-11-03 16:45:00,196.1534
1d,77,2023-11-03 17:00:00,113.8154
1d,78,2023-11-03 17:15:00,77.988
1d,79,2023-11-03 17:30:00,63.5693
1d,80,2023-11-03 17:45:00,59.3314
1d,81,2023-11-03 18:00:00,57.9227
1d,82,2023-11-03 18:15:00,49.9973
1d,83,2023-11-03 18:30:00,50.2167
