date,operator_id,station_id,connector_id,connector_status,current_a,voltage_v,power_w,report_time,grid_id,temperature_c,rainfall_mm,district_nev_penetration_rate,district_ev_sales,district_bev_ratio,district_operating_ev_ratio,is_major_holiday,has_major_event,is_workday,grid_area_km2,district_name,grid_total_charging_facilities,grid_slow_charging_facilities,grid_fast_charging_facilities,grid_super_charging_facilities,grid_super_charging_stations,grid_public_fast_charging_stations,grid_public_slow_charging_stations
2022-04-27,589179428,20190000000000000003,900200000000000044,1,114.119,470.464,54322.143,2022-04-27 00:00:00.000,L2FT01-FTJ015,28.00,5.000,0.666012,16605,0.435592,0.055345,0,0,1,0.3000,龙岗区,22,22,0,0,0,0,1
2022-04-27,589179428,20190000000000000003,900200000000000044,1,129.890,477.833,62067.333,2022-04-27 00:15:00.000,L2FT01-FTJ015,28.00,5.000,0.666012,16605,0.435592,0.055345,0,0,1,0.3000,龙岗区,22,22,0,0,0,0,1
2022-04-27,589179428,20190000000000000003,900200000000000044,1,130.011,478.280,62176.667,2022-04-27 00:30:00.000,L2FT01-FTJ015,28.00,5.000,0.666012,16605,0.435592,0.055345,0,0,1,0.3000,龙岗区,22,22,0,0,0,0,1
2022-04-27,589179428,20190000000000000003,900200000000000044,1,109.633,478.160,52426.667,2022-04-27 00:45:00.000,L2FT01-FTJ015,28.00,5.000,0.666012,16605,0.435592,0.055345,0,0,1,0.3000,龙岗区,22,22,0,0,0,0,1
2022-04-27,589179428,20190000000000000003,900200000000000044,1,36.357,477.117,17346.667,2022-04-27 01:00:00.000,L2FT01-FTJ015,28.78,5.000,0.666012,16605,0.435592,0.055345,0,0,1,0.3000,龙岗区,22,22,0,0,0,0,1
2022-04-27,589179428,20190000000000000003,900200000000000048,1,53.625,302.275,16272.500,2022-04-27 01:15:00.000,L2FT01-FTJ015,28.78,5.000,0.666012,16605,0.435592,0.055345,0,0,1,0.3000,龙岗区,22,22,0,0,0,0,1
2022-04-27,589179428,20190000000000000003,900200000000000048,1,71.524,306.267,21901.333,2022-04-27 01:30:00.000,L2FT01-FTJ015,28.78,5.000,0.666012,16605,0.435592,0.055345,0,0,1,0.3000,龙岗区,22,22,0,0,0,0,1
2022-04-27,589179428,20190000000000000003,900200000000000048,1,71.524,307.393,21980.000,2022-04-27 01:45:00.000,L2FT01-FTJ015,28.78,5.000,0.666012,16605,0.435592,0.055345,0,0,1,0.3000,龙岗区,22,22,0,0,0,0,1
2022-04-27,589179428,20190000000000000003,900200000000000037,1,111.078,320.421,35665.714,2022-04-27 02:00:00.000,L2FT01-FTJ015,29.50,5.000,0.666012,16605,0.435592,0.055345,0,0,1,0.3000,龙岗区,22,22,0,0,0,0,1
2022-04-27,589179428,20190000000000000003,900200000000000048,1,71.500,307.607,21990.000,2022-04-27 02:00:00.000,L2FT01-FTJ015,29.50,5.000,0.666012,16605,0.435592,0.055345,0,0,1,0.3000,龙岗区,22,22,0,0,0,0,1
2022-04-27,589179428,20190000000000000003,900200000000000037,1,119.719,326.320,39064.000,2022-04-27 02:15:00.000,L2FT01-FTJ015,29.50,5.000,0.666012,16605,0.435592,0.055345,0,0,1,0.3000,龙岗区,22,22,0,0,0,0,1
