date,operator_id,station_id,connector_id,connector_status,current_a,voltage_v,power_w,report_time,grid_id,temperature_c,rainfall_mm,district_nev_penetration_rate,district_ev_sales,district_bev_ratio,district_operating_ev_ratio,is_major_holiday,has_major_event,is_workday,grid_area_km2,district_name,grid_total_charging_facilities,grid_slow_charging_facilities,grid_fast_charging_facilities,grid_super_charging_facilities,grid_super_charging_stations,grid_public_fast_charging_stations,grid_public_slow_charging_stations
2021-02-07,589179428,20190000000000000003,900200000000000056,1,129.890,302.650,39310.000,2021-02-07 00:00:00.000,L2FT01-FTJ004,24.00,0.000,0.666012,16605,0.435592,0.055345,0,0,0,0.6600,宝安区,23,23,0,0,0,0,1
2021-02-07,589179428,20190000000000000003,900200000000000056,1,129.889,307.747,39968.667,2021-02-07 00:15:00.000,L2FT01-FTJ004,24.00,0.000,0.666012,16605,0.435592,0.055345,0,0,0,0.6600,宝安区,23,23,0,0,0,0,1
2021-02-07,589179428,20190000000000000003,900200000000000053,1,122.673,313.000,38396.667,2021-02-07 00:30:00.000,L2FT01-FTJ004,24.00,0.000,0.666012,16605,0.435592,0.055345,0,0,0,0.6600,宝安区,23,23,0,0,0,0,1
2021-02-07,589179428,20190000000000000003,900200000000000056,1,130.048,310.040,40318.000,2021-02-07 00:30:00.000,L2FT01-FTJ004,24.00,0.000,0.666012,16605,0.435592,0.055345,0,0,0,0.6600,宝安区,23,23,0,0,0,0,1
2021-02-07,589179428,20190000000000000003,900200000000000053,1,122.535,314.331,38513.077,2021-02-07 00:45:00.000,L2FT01-FTJ004,24.00,0.000,0.666012,16605,0.435592,0.055345,0,0,0,0.6600,宝安区,23,23,0,0,0,0,1
2021-02-07,589179428,20190000000000000003,900200000000000056,1,130.090,310.673,40414.000,2021-02-07 00:45:00.000,L2FT01-FTJ004,24.00,0.000,0.666012,16605,0.435592,0.055345,0,0,0,0.6600,宝安区,23,23,0,0,0,0,1
2021-02-07,589179428,20190000000000000003,900200000000000056,1,130.012,312.427,40615.333,2021-02-07 01:00:00.000,L2FT01-FTJ004,24.78,0.000,0.666012,16605,0.435592,0.055345,0,0,0,0.6600,宝安区,23,23,0,0,0,0,1
2021-02-07,589179428,20190000000000000003,900200000000000056,1,130.000,314.033,40819.333,2021-02-07 01:15:00.000,L2FT01-FTJ004,24.78,0.000,0.666012,16605,0.435592,0.055345,0,0,0,0.6600,宝安区,23,23,0,0,0,0,1
2021-02-07,589179428,20190000000000000003,900200000000000056,1,130.006,315.953,41071.333,2021-02-07 01:30:00.000,L2FT01-FTJ004,24.78,0.000,0.666012,16605,0.435592,0.055345,0,0,0,0.6600,宝安区,23,23,0,0,0,0,1
2021-02-07,589179428,20190000000000000003,900200000000000052,1,148.227,362.833,53780.000,2021-02-07 01:45:00.000,L2FT01-FTJ004,24.78,0.000,0.666012,16605,0.435592,0.055345,0,0,0,0.6600,宝安区,23,23,0,0,0,0,1
2021-02-07,589179428,20190000000000000003,900200000000000056,1,51.792,327.780,16886.000,2021-02-07 01:45:00.000,L2FT01-FTJ004,24.78,0.000,0.666012,16605,0.435592,0.055345,0,0,0,0.6600,宝安区,23,23,0,0,0,0,1
2021-02-07,589179428,20190000000000000003,900200000000000052,1,142.051,375.620,53296.000,2021-02-07 02:00:00.000,L2FT01-FTJ004,25.50,0.000,0.666012,16605,0.435592,0.055345,0,0,0,0.6600,宝安区,23,23,0,0,0,0,1
2021-02-07,589179428,20190000000000000003,900200000000000052,1,86.635,393.293,34011.333,2021-02-07 02:15:00.000,L2FT01-FTJ004,25.50,0.000,0.666012,16605,0.435592,0.055345,0,0,0,0.6600,宝安区,23,23,0,0,0,0,1
2021-02-07,589179428,20190000000000000003,900200000000000052,1,18.740,394.900,7402.500,2021-02-07 02:30:00.000,L2FT01-FTJ004,25.50,0.000,0.666012,16605,0.435592,0.055345,0,0,0,0.6600,宝安区,23,23,0,0,0,0,1
