date,operator_id,station_id,connector_id,connector_status,current_a,voltage_v,power_w,report_time,grid_id,temperature_c,rainfall_mm,district_nev_penetration_rate,district_ev_sales,district_bev_ratio,district_operating_ev_ratio,is_major_holiday,has_major_event,is_workday,grid_area_km2,district_name,grid_total_charging_facilities,grid_slow_charging_facilities,grid_fast_charging_facilities,grid_super_charging_facilities,grid_super_charging_stations,grid_public_fast_charging_stations,grid_public_slow_charging_stations
2021-08-13,589179428,20190000000000000003,900200000000000048,1,105.151,302.367,31792.000,2021-08-13 01:30:00.000,L2FT01-FTJ009,16.78,5.000,0.666012,16605,0.435592,0.055345,0,0,1,0.4200,盐田区,23,23,0,0,0,0,1
2021-08-13,589179428,20190000000000000003,900200000000000048,1,105.090,307.033,32264.000,2021-08-13 01:45:00.000,L2FT01-FTJ009,16.78,5.000,0.666012,16605,0.435592,0.055345,0,0,1,0.4200,盐田区,23,23,0,0,0,0,1
2021-08-13,589179428,20190000000000000003,900200000000000048,1,105.090,309.980,32575.333,2021-08-13 02:00:00.000,L2FT01-FTJ009,17.50,5.000,0.666012,16605,0.435592,0.055345,0,0,1,0.4200,盐田区,23,23,0,0,0,0,1
2021-08-13,589179428,20190000000000000003,900200000000000048,1,105.090,310.553,32635.333,2021-08-13 02:15:00.000,L2FT01-FTJ009,17.50,5.000,0.666012,16605,0.435592,0.055345,0,0,1,0.4200,盐田区,23,23,0,0,0,0,1
2021-08-13,589179428,20190000000000000003,900200000000000048,1,105.090,311.447,32727.333,2021-08-13 02:30:00.000,L2FT01-FTJ009,17.50,5.000,0.666012,16605,0.435592,0.055345,0,0,1,0.4200,盐田区,23,23,0,0,0,0,1
2021-08-13,589179428,20190000000000000003,900200000000000048,1,105.090,313.080,32898.000,2021-08-13 02:45:00.000,L2FT01-FTJ009,17.50,5.000,0.666012,16605,0.435592,0.055345,0,0,1,0.4200,盐田区,23,23,0,0,0,0,1
2021-08-13,589179428,20190000000000000003,900200000000000048,1,105.090,314.127,33012.667,2021-08-13 03:00:00.000,L2FT01-FTJ009,18.12,5.000,0.666012,16605,0.435592,0.055345,0,0,1,0.4200,盐田区,23,23,0,0,0,0,1
2021-08-13,589179428,20190000000000000003,900200000000000048,1,105.090,315.380,33141.333,2021-08-13 03:15:00.000,L2FT01-FTJ009,18.12,5.000,0.666012,16605,0.435592,0.055345,0,0,1,0.4200,盐田区,23,23,0,0,0,0,1
2021-08-13,589179428,20190000000000000003,900200000000000048,1,65.090,323.754,20949.231,2021-08-13 03:30:00.000,L2FT01-FTJ009,18.12,5.000,0.666012,16605,0.435592,0.055345,0,0,1,0.4200,盐田区,23,23,0,0,0,0,1
2021-08-13,589179428,20190000000000000003,900200000000000043,1,114.090,360.500,41130.000,2021-08-13 05:45:00.000,L2FT01-FTJ009,18.90,5.000,0.666012,16605,0.435592,0.055345,0,0,1,0.4200,盐田区,23,23,0,0,0,0,1
2021-08-13,589179428,20190000000000000003,900200000000000043,1,109.175,373.513,40727.333,2021-08-13 06:00:00.000,L2FT01-FTJ009,19.00,5.000,0.666012,16605,0.435592,0.055345,0,0,1,0.4200,盐田区,23,23,0,0,0,0,1
2021-08-13,589179428,20190000000000000003,900200000000000043,1,74.585,392.600,29230.667,2021-08-13 06:15:00.000,L2FT01-FTJ009,19.00,5.000,0.666012,16605,0.435592,0.055345,0,0,1,0.4200,盐田区,23,23,0,0,0,0,1
2021-08-13,589179428,20190000000000000003,900200000000000043,1,34.713,402.160,13948.667,2021-08-13 06:30:00.000,L2FT01-FTJ009,19.00,5.000,0.666012,16605,0.435592,0.055345,0,0,1,0.4200,盐田区,23,23,0,0,0,0,1
2021-08-13,589179428,20190000000000000003,900200000000000043,1,18.427,403.833,7436.667,2021-08-13 06:45:00.000,L2FT01-FTJ009,19.00,5.000,0.666012,16605,0.435592,0.055345,0,0,1,0.4200,盐田区,23,23,0,0,0,0,1
2021-08-13,589179428,20190000000000000003,900200000000000052,1,85.823,357.917,30781.667,2021-08-13 07:15:00.000,L2FT01-FTJ009,18.90,5.000,0.666012,16605,0.435592,0.055345,0,0,1,0.4200,盐田区,23,23,0,0,0,0,1
2021-08-13,589179428,20190000000000000003,900200000000000052,1,53.541,360.540,19360.000,2021-08-13 07:30:00.000,L2FT01-FTJ009,18.90,5.000,0.666012,16605,0.435592,0.055345,0,0,1,0.4200,盐田区,23,23,0,0,0,0,1
