date,operator_id,station_id,connector_id,connector_status,current_a,voltage_v,power_w,report_time,grid_id,temperature_c,rainfall_mm,district_nev_penetration_rate,district_ev_sales,district_bev_ratio,district_operating_ev_ratio,is_major_holiday,has_major_event,is_workday,grid_area_km2,district_name,grid_total_charging_facilities,grid_slow_charging_facilities,grid_fast_charging_facilities,grid_super_charging_facilities,grid_super_charging_stations,grid_public_fast_charging_stations,grid_public_slow_charging_stations
2022-11-14,589179428,20190000000000000003,900200000000000032,1,117.718,471.693,55522.000,2022-11-14 00:00:00.000,L2FT01-FTJ020,13.07,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.9000,大鹏新区,22,22,0,0,0,0,1
2022-11-14,589179428,20190000000000000003,900200000000000032,1,106.672,471.560,50300.000,2022-11-14 00:15:00.000,L2FT01-FTJ020,13.07,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.9000,大鹏新区,22,22,0,0,0,0,1
2022-11-14,589179428,20190000000000000003,900200000000000032,1,82.672,471.288,38962.500,2022-11-14 00:30:00.000,L2FT01-FTJ020,13.07,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.9000,大鹏新区,22,22,0,0,0,0,1
2022-11-14,589179428,20190000000000000003,900200000000000056,1,123.620,352.414,43628.571,2022-11-14 02:15:00.000,L2FT01-FTJ020,14.57,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.9000,大鹏新区,22,22,0,0,0,0,1
2022-11-14,589179428,20190000000000000003,900200000000000056,1,144.323,359.067,51820.667,2022-11-14 02:30:00.000,L2FT01-FTJ020,14.57,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.9000,大鹏新区,22,22,0,0,0,0,1
2022-11-14,589179428,20190000000000000003,900200000000000056,1,144.290,370.647,53478.667,2022-11-14 02:45:00.000,L2FT01-FTJ020,14.57,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.9000,大鹏新区,22,22,0,0,0,0,1
2022-11-14,589179428,20190000000000000003,900200000000000056,1,140.392,384.160,53915.333,2022-11-14 03:00:00.000,L2FT01-FTJ020,15.19,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.9000,大鹏新区,22,22,0,0,0,0,1
2022-11-14,589179428,20190000000000000003,900200000000000042,1,100.190,358.550,35925.000,2022-11-14 04:15:00.000,L2FT01-FTJ020,15.67,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.9000,大鹏新区,22,22,0,0,0,0,1
2022-11-14,589179428,20190000000000000003,900200000000000042,1,100.300,367.367,36842.000,2022-11-14 04:30:00.000,L2FT01-FTJ020,15.67,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.9000,大鹏新区,22,22,0,0,0,0,1
2022-11-14,589179428,20190000000000000003,900200000000000042,1,75.336,383.053,28816.000,2022-11-14 04:45:00.000,L2FT01-FTJ020,15.67,0.000,0.666012,16605,0.435592,0.055345,0,0,1,0.9000,大鹏新区,22,22,0,0,0,0,1
